sensorID,value,time
Sensor_Edge_10_1,22.41,2023-01-01T08:05:00
Sensor_Edge_11_1,26.28,2023-01-01T08:05:00
Sensor_Edge_13_1,25.69,2023-01-01T08:05:00
Sensor_Edge_15_1,22.82,2023-01-01T08:05:00
Sensor_Edge_21_1,18.59,2023-01-01T08:05:00
Sensor_Edge_25_1,20.39,2023-01-01T08:05:00
Sensor_Edge_26_1,38.24,2023-01-01T08:05:00
Sensor_Edge_27_1,21.54,2023-01-01T08:05:00
Sensor_Edge_28_1,23.82,2023-01-01T08:05:00
Sensor_Edge_31_1,21.32,2023-01-01T08:05:00
Sensor_Edge_35_1,27.52,2023-01-01T08:05:00
Sensor_Edge_36_1,24.69,2023-01-01T08:05:00
Sensor_Edge_38_1,25.61,2023-01-01T08:05:00
Sensor_Edge_39_1,25.16,2023-01-01T08:05:00
Sensor_Edge_40_1,41.90,2023-01-01T08:05:00
Sensor_Edge_41_1,26.64,2023-01-01T08:05:00
Sensor_Edge_45_1,24.85,2023-01-01T08:05:00
Sensor_Edge_46_1,27.09,2023-01-01T08:05:00
Sensor_Edge_48_1,27.98,2023-01-01T08:05:00
Sensor_Edge_50_1,27.85,2023-01-01T08:05:00
Sensor_Edge_63_1,21.51,2023-01-01T08:05:00
Sensor_Edge_64_1,23.33,2023-01-01T08:05:00
Sensor_Edge_65_1,35.44,2023-01-01T08:05:00
Sensor_Edge_66_1,20.38,2023-01-01T08:05:00
Sensor_Edge_67_1,25.86,2023-01-01T08:05:00
Sensor_Edge_68_1,24.78,2023-01-01T08:05:00
Sensor_Edge_69_1,24.37,2023-01-01T08:05:00
Sensor_Edge_70_1,24.34,2023-01-01T08:05:00
Sensor_Edge_71_1,23.80,2023-01-01T08:05:00
Sensor_Edge_72_1,25.25,2023-01-01T08:05:00
Sensor_Edge_73_1,22.31,2023-01-01T08:05:00
Sensor_Edge_74_1,23.75,2023-01-01T08:05:00
Sensor_Edge_75_1,22.36,2023-01-01T08:05:00
Sensor_Edge_76_1,22.92,2023-01-01T08:05:00
Sensor_Edge_80_1,22.40,2023-01-01T08:05:00
Sensor_Edge_2_1,20.47,2023-01-01T08:10:00
Sensor_Edge_4_1,22.02,2023-01-01T08:10:00
Sensor_Edge_5_1,24.23,2023-01-01T08:10:00
Sensor_Edge_7_1,30.09,2023-01-01T08:10:00
Sensor_Edge_8_1,24.17,2023-01-01T08:10:00
Sensor_Edge_10_1,22.38,2023-01-01T08:10:00
Sensor_Edge_11_1,26.30,2023-01-01T08:10:00
Sensor_Edge_13_1,25.57,2023-01-01T08:10:00
Sensor_Edge_15_1,23.00,2023-01-01T08:10:00
Sensor_Edge_21_1,18.77,2023-01-01T08:10:00
Sensor_Edge_25_1,20.44,2023-01-01T08:10:00
Sensor_Edge_26_1,38.15,2023-01-01T08:10:00
Sensor_Edge_27_1,21.74,2023-01-01T08:10:00
Sensor_Edge_28_1,23.79,2023-01-01T08:10:00
Sensor_Edge_31_1,21.45,2023-01-01T08:10:00
Sensor_Edge_35_1,27.53,2023-01-01T08:10:00
Sensor_Edge_36_1,24.73,2023-01-01T08:10:00
Sensor_Edge_38_1,25.39,2023-01-01T08:10:00
Sensor_Edge_39_1,25.38,2023-01-01T08:10:00
Sensor_Edge_40_1,42.00,2023-01-01T08:10:00
Sensor_Edge_41_1,26.68,2023-01-01T08:10:00
Sensor_Edge_45_1,24.62,2023-01-01T08:10:00
Sensor_Edge_46_1,27.27,2023-01-01T08:10:00
Sensor_Edge_48_1,30.93,2023-01-01T08:10:00
Sensor_Edge_50_1,27.85,2023-01-01T08:10:00
Sensor_Edge_63_1,21.68,2023-01-01T08:10:00
Sensor_Edge_64_1,23.37,2023-01-01T08:10:00
Sensor_Edge_65_1,35.53,2023-01-01T08:10:00
Sensor_Edge_66_1,20.48,2023-01-01T08:10:00
Sensor_Edge_67_1,25.75,2023-01-01T08:10:00
Sensor_Edge_68_1,24.65,2023-01-01T08:10:00
Sensor_Edge_69_1,24.35,2023-01-01T08:10:00
Sensor_Edge_70_1,24.18,2023-01-01T08:10:00
Sensor_Edge_71_1,23.69,2023-01-01T08:10:00
Sensor_Edge_72_1,25.31,2023-01-01T08:10:00
Sensor_Edge_73_1,22.23,2023-01-01T08:10:00
Sensor_Edge_74_1,23.84,2023-01-01T08:10:00
Sensor_Edge_75_1,22.14,2023-01-01T08:10:00
Sensor_Edge_76_1,23.16,2023-01-01T08:10:00
Sensor_Edge_80_1,22.39,2023-01-01T08:10:00
Sensor_Edge_2_1,20.30,2023-01-01T08:15:00
Sensor_Edge_4_1,22.06,2023-01-01T08:15:00
Sensor_Edge_5_1,24.39,2023-01-01T08:15:00
Sensor_Edge_7_1,29.87,2023-01-01T08:15:00
Sensor_Edge_8_1,24.34,2023-01-01T08:15:00
Sensor_Edge_10_1,22.26,2023-01-01T08:15:00
Sensor_Edge_11_1,26.35,2023-01-01T08:15:00
Sensor_Edge_13_1,25.80,2023-01-01T08:15:00
Sensor_Edge_15_1,23.16,2023-01-01T08:15:00
Sensor_Edge_21_1,18.56,2023-01-01T08:15:00
Sensor_Edge_25_1,20.28,2023-01-01T08:15:00
Sensor_Edge_26_1,38.07,2023-01-01T08:15:00
Sensor_Edge_27_1,21.78,2023-01-01T08:15:00
Sensor_Edge_28_1,24.01,2023-01-01T08:15:00
Sensor_Edge_31_1,21.38,2023-01-01T08:15:00
Sensor_Edge_35_1,27.28,2023-01-01T08:15:00
Sensor_Edge_36_1,24.71,2023-01-01T08:15:00
Sensor_Edge_38_1,25.64,2023-01-01T08:15:00
Sensor_Edge_39_1,25.24,2023-01-01T08:15:00
Sensor_Edge_40_1,41.92,2023-01-01T08:15:00
Sensor_Edge_41_1,26.81,2023-01-01T08:15:00
Sensor_Edge_45_1,24.40,2023-01-01T08:15:00
Sensor_Edge_46_1,27.40,2023-01-01T08:15:00
Sensor_Edge_48_1,33.88,2023-01-01T08:15:00
Sensor_Edge_50_1,27.93,2023-01-01T08:15:00
Sensor_Edge_63_1,21.47,2023-01-01T08:15:00
Sensor_Edge_64_1,23.43,2023-01-01T08:15:00
Sensor_Edge_65_1,35.59,2023-01-01T08:15:00
Sensor_Edge_66_1,20.64,2023-01-01T08:15:00
Sensor_Edge_67_1,25.69,2023-01-01T08:15:00
Sensor_Edge_68_1,24.42,2023-01-01T08:15:00
Sensor_Edge_69_1,24.45,2023-01-01T08:15:00
Sensor_Edge_70_1,24.45,2023-01-01T08:15:00
Sensor_Edge_71_1,23.78,2023-01-01T08:15:00
Sensor_Edge_72_1,25.09,2023-01-01T08:15:00
Sensor_Edge_73_1,22.25,2023-01-01T08:15:00
Sensor_Edge_74_1,23.59,2023-01-01T08:15:00
Sensor_Edge_75_1,22.11,2023-01-01T08:15:00
Sensor_Edge_76_1,23.14,2023-01-01T08:15:00
Sensor_Edge_80_1,22.21,2023-01-01T08:15:00
Sensor_Edge_2_1,20.11,2023-01-01T08:20:00
Sensor_Edge_4_1,22.22,2023-01-01T08:20:00
Sensor_Edge_5_1,24.32,2023-01-01T08:20:00
Sensor_Edge_7_1,29.77,2023-01-01T08:20:00
Sensor_Edge_8_1,24.29,2023-01-01T08:20:00
Sensor_Edge_10_1,22.31,2023-01-01T08:20:00
Sensor_Edge_11_1,26.20,2023-01-01T08:20:00
Sensor_Edge_13_1,25.90,2023-01-01T08:20:00
Sensor_Edge_15_1,23.33,2023-01-01T08:20:00
Sensor_Edge_21_1,18.55,2023-01-01T08:20:00
Sensor_Edge_25_1,20.11,2023-01-01T08:20:00
Sensor_Edge_26_1,38.10,2023-01-01T08:20:00
Sensor_Edge_27_1,21.63,2023-01-01T08:20:00
Sensor_Edge_28_1,24.07,2023-01-01T08:20:00
Sensor_Edge_31_1,21.17,2023-01-01T08:20:00
Sensor_Edge_35_1,27.31,2023-01-01T08:20:00
Sensor_Edge_36_1,24.86,2023-01-01T08:20:00
Sensor_Edge_38_1,25.58,2023-01-01T08:20:00
Sensor_Edge_39_1,25.27,2023-01-01T08:20:00
Sensor_Edge_40_1,42.06,2023-01-01T08:20:00
Sensor_Edge_41_1,26.62,2023-01-01T08:20:00
Sensor_Edge_45_1,24.21,2023-01-01T08:20:00
Sensor_Edge_46_1,27.31,2023-01-01T08:20:00
Sensor_Edge_48_1,36.83,2023-01-01T08:20:00
Sensor_Edge_50_1,28.16,2023-01-01T08:20:00
Sensor_Edge_63_1,21.24,2023-01-01T08:20:00
Sensor_Edge_64_1,23.53,2023-01-01T08:20:00
Sensor_Edge_65_1,35.40,2023-01-01T08:20:00
Sensor_Edge_66_1,20.67,2023-01-01T08:20:00
Sensor_Edge_67_1,25.75,2023-01-01T08:20:00
Sensor_Edge_68_1,24.68,2023-01-01T08:20:00
Sensor_Edge_69_1,24.27,2023-01-01T08:20:00
Sensor_Edge_70_1,24.41,2023-01-01T08:20:00
Sensor_Edge_71_1,23.59,2023-01-01T08:20:00
Sensor_Edge_72_1,24.94,2023-01-01T08:20:00
Sensor_Edge_73_1,22.16,2023-01-01T08:20:00
Sensor_Edge_74_1,23.60,2023-01-01T08:20:00
Sensor_Edge_75_1,22.37,2023-01-01T08:20:00
Sensor_Edge_76_1,22.93,2023-01-01T08:20:00
Sensor_Edge_80_1,22.23,2023-01-01T08:20:00
Sensor_Edge_2_1,20.08,2023-01-01T08:25:00
Sensor_Edge_4_1,22.20,2023-01-01T08:25:00
Sensor_Edge_5_1,24.11,2023-01-01T08:25:00
Sensor_Edge_7_1,29.83,2023-01-01T08:25:00
Sensor_Edge_8_1,24.19,2023-01-01T08:25:00
Sensor_Edge_10_1,22.26,2023-01-01T08:25:00
Sensor_Edge_11_1,26.29,2023-01-01T08:25:00
Sensor_Edge_13_1,25.75,2023-01-01T08:25:00
Sensor_Edge_15_1,23.48,2023-01-01T08:25:00
Sensor_Edge_21_1,18.42,2023-01-01T08:25:00
Sensor_Edge_25_1,20.35,2023-01-01T08:25:00
Sensor_Edge_26_1,38.26,2023-01-01T08:25:00
Sensor_Edge_27_1,21.50,2023-01-01T08:25:00
Sensor_Edge_28_1,23.93,2023-01-01T08:25:00
Sensor_Edge_31_1,21.05,2023-01-01T08:25:00
Sensor_Edge_35_1,27.51,2023-01-01T08:25:00
Sensor_Edge_36_1,24.70,2023-01-01T08:25:00
Sensor_Edge_38_1,25.71,2023-01-01T08:25:00
Sensor_Edge_39_1,25.13,2023-01-01T08:25:00
Sensor_Edge_40_1,41.92,2023-01-01T08:25:00
Sensor_Edge_41_1,26.66,2023-01-01T08:25:00
Sensor_Edge_45_1,24.23,2023-01-01T08:25:00
Sensor_Edge_46_1,27.19,2023-01-01T08:25:00
Sensor_Edge_48_1,39.78,2023-01-01T08:25:00
Sensor_Edge_50_1,28.34,2023-01-01T08:25:00
Sensor_Edge_63_1,21.29,2023-01-01T08:25:00
Sensor_Edge_64_1,23.70,2023-01-01T08:25:00
Sensor_Edge_65_1,35.22,2023-01-01T08:25:00
Sensor_Edge_66_1,20.44,2023-01-01T08:25:00
Sensor_Edge_67_1,25.80,2023-01-01T08:25:00
Sensor_Edge_68_1,24.81,2023-01-01T08:25:00
Sensor_Edge_69_1,24.36,2023-01-01T08:25:00
Sensor_Edge_70_1,24.57,2023-01-01T08:25:00
Sensor_Edge_71_1,23.41,2023-01-01T08:25:00
Sensor_Edge_72_1,24.73,2023-01-01T08:25:00
Sensor_Edge_73_1,22.29,2023-01-01T08:25:00
Sensor_Edge_74_1,23.81,2023-01-01T08:25:00
Sensor_Edge_75_1,22.60,2023-01-01T08:25:00
Sensor_Edge_76_1,22.78,2023-01-01T08:25:00
Sensor_Edge_80_1,22.04,2023-01-01T08:25:00
Sensor_Edge_2_1,20.14,2023-01-01T08:30:00
Sensor_Edge_4_1,22.23,2023-01-01T08:30:00
Sensor_Edge_5_1,24.28,2023-01-01T08:30:00
Sensor_Edge_7_1,29.86,2023-01-01T08:30:00
Sensor_Edge_8_1,24.06,2023-01-01T08:30:00
Sensor_Edge_10_1,22.24,2023-01-01T08:30:00
Sensor_Edge_11_1,26.36,2023-01-01T08:30:00
Sensor_Edge_13_1,25.97,2023-01-01T08:30:00
Sensor_Edge_15_1,23.66,2023-01-01T08:30:00
Sensor_Edge_21_1,18.63,2023-01-01T08:30:00
Sensor_Edge_25_1,20.56,2023-01-01T08:30:00
Sensor_Edge_26_1,38.23,2023-01-01T08:30:00
Sensor_Edge_27_1,21.72,2023-01-01T08:30:00
Sensor_Edge_28_1,24.15,2023-01-01T08:30:00
Sensor_Edge_31_1,20.87,2023-01-01T08:30:00
Sensor_Edge_35_1,27.49,2023-01-01T08:30:00
Sensor_Edge_36_1,24.48,2023-01-01T08:30:00
Sensor_Edge_38_1,25.94,2023-01-01T08:30:00
Sensor_Edge_39_1,25.06,2023-01-01T08:30:00
Sensor_Edge_40_1,42.04,2023-01-01T08:30:00
Sensor_Edge_41_1,26.46,2023-01-01T08:30:00
Sensor_Edge_45_1,24.14,2023-01-01T08:30:00
Sensor_Edge_46_1,27.16,2023-01-01T08:30:00
Sensor_Edge_48_1,36.89,2023-01-01T08:30:00
Sensor_Edge_50_1,28.10,2023-01-01T08:30:00
Sensor_Edge_63_1,21.27,2023-01-01T08:30:00
Sensor_Edge_64_1,23.71,2023-01-01T08:30:00
Sensor_Edge_65_1,35.01,2023-01-01T08:30:00
Sensor_Edge_66_1,20.48,2023-01-01T08:30:00
Sensor_Edge_67_1,25.72,2023-01-01T08:30:00
Sensor_Edge_68_1,24.78,2023-01-01T08:30:00
Sensor_Edge_69_1,24.22,2023-01-01T08:30:00
Sensor_Edge_70_1,24.71,2023-01-01T08:30:00
Sensor_Edge_71_1,23.56,2023-01-01T08:30:00
Sensor_Edge_72_1,24.61,2023-01-01T08:30:00
Sensor_Edge_73_1,22.19,2023-01-01T08:30:00
Sensor_Edge_74_1,23.93,2023-01-01T08:30:00
Sensor_Edge_75_1,22.66,2023-01-01T08:30:00
Sensor_Edge_76_1,22.97,2023-01-01T08:30:00
Sensor_Edge_80_1,21.92,2023-01-01T08:30:00
Sensor_Edge_2_1,20.03,2023-01-01T08:35:00
Sensor_Edge_4_1,22.32,2023-01-01T08:35:00
Sensor_Edge_5_1,24.25,2023-01-01T08:35:00
Sensor_Edge_7_1,29.67,2023-01-01T08:35:00
Sensor_Edge_8_1,23.83,2023-01-01T08:35:00
Sensor_Edge_10_1,22.26,2023-01-01T08:35:00
Sensor_Edge_11_1,26.25,2023-01-01T08:35:00
Sensor_Edge_13_1,25.75,2023-01-01T08:35:00
Sensor_Edge_15_1,23.65,2023-01-01T08:35:00
Sensor_Edge_21_1,18.66,2023-01-01T08:35:00
Sensor_Edge_25_1,20.78,2023-01-01T08:35:00
Sensor_Edge_26_1,38.32,2023-01-01T08:35:00
Sensor_Edge_27_1,21.51,2023-01-01T08:35:00
Sensor_Edge_28_1,24.11,2023-01-01T08:35:00
Sensor_Edge_31_1,20.88,2023-01-01T08:35:00
Sensor_Edge_35_1,27.53,2023-01-01T08:35:00
Sensor_Edge_36_1,24.44,2023-01-01T08:35:00
Sensor_Edge_38_1,25.74,2023-01-01T08:35:00
Sensor_Edge_39_1,25.08,2023-01-01T08:35:00
Sensor_Edge_40_1,42.25,2023-01-01T08:35:00
Sensor_Edge_41_1,26.40,2023-01-01T08:35:00
Sensor_Edge_45_1,24.40,2023-01-01T08:35:00
Sensor_Edge_46_1,27.13,2023-01-01T08:35:00
Sensor_Edge_48_1,34.47,2023-01-01T08:35:00
Sensor_Edge_50_1,27.88,2023-01-01T08:35:00
Sensor_Edge_63_1,21.29,2023-01-01T08:35:00
Sensor_Edge_64_1,28.36,2023-01-01T08:35:00
Sensor_Edge_65_1,35.00,2023-01-01T08:35:00
Sensor_Edge_66_1,20.45,2023-01-01T08:35:00
Sensor_Edge_67_1,25.52,2023-01-01T08:35:00
Sensor_Edge_68_1,24.68,2023-01-01T08:35:00
Sensor_Edge_69_1,24.24,2023-01-01T08:35:00
Sensor_Edge_70_1,24.57,2023-01-01T08:35:00
Sensor_Edge_71_1,23.54,2023-01-01T08:35:00
Sensor_Edge_72_1,24.72,2023-01-01T08:35:00
Sensor_Edge_73_1,22.40,2023-01-01T08:35:00
Sensor_Edge_74_1,23.73,2023-01-01T08:35:00
Sensor_Edge_75_1,22.70,2023-01-01T08:35:00
Sensor_Edge_76_1,22.96,2023-01-01T08:35:00
Sensor_Edge_80_1,22.09,2023-01-01T08:35:00
Sensor_Edge_2_1,20.19,2023-01-01T08:40:00
Sensor_Edge_4_1,22.24,2023-01-01T08:40:00
Sensor_Edge_5_1,24.04,2023-01-01T08:40:00
Sensor_Edge_7_1,29.78,2023-01-01T08:40:00
Sensor_Edge_8_1,23.92,2023-01-01T08:40:00
Sensor_Edge_10_1,22.29,2023-01-01T08:40:00
Sensor_Edge_11_1,26.25,2023-01-01T08:40:00
Sensor_Edge_13_1,25.90,2023-01-01T08:40:00
Sensor_Edge_15_1,23.39,2023-01-01T08:40:00
Sensor_Edge_21_1,18.89,2023-01-01T08:40:00
Sensor_Edge_25_1,20.99,2023-01-01T08:40:00
Sensor_Edge_26_1,38.35,2023-01-01T08:40:00
Sensor_Edge_27_1,21.37,2023-01-01T08:40:00
Sensor_Edge_28_1,24.05,2023-01-01T08:40:00
Sensor_Edge_31_1,21.04,2023-01-01T08:40:00
Sensor_Edge_35_1,27.49,2023-01-01T08:40:00
Sensor_Edge_36_1,24.38,2023-01-01T08:40:00
Sensor_Edge_38_1,25.71,2023-01-01T08:40:00
Sensor_Edge_39_1,25.08,2023-01-01T08:40:00
Sensor_Edge_40_1,42.13,2023-01-01T08:40:00
Sensor_Edge_41_1,26.45,2023-01-01T08:40:00
Sensor_Edge_45_1,24.58,2023-01-01T08:40:00
Sensor_Edge_46_1,27.03,2023-01-01T08:40:00
Sensor_Edge_48_1,32.37,2023-01-01T08:40:00
Sensor_Edge_50_1,28.10,2023-01-01T08:40:00
Sensor_Edge_63_1,21.44,2023-01-01T08:40:00
Sensor_Edge_64_1,33.01,2023-01-01T08:40:00
Sensor_Edge_65_1,34.92,2023-01-01T08:40:00
Sensor_Edge_66_1,20.31,2023-01-01T08:40:00
Sensor_Edge_67_1,25.75,2023-01-01T08:40:00
Sensor_Edge_68_1,24.46,2023-01-01T08:40:00
Sensor_Edge_69_1,24.16,2023-01-01T08:40:00
Sensor_Edge_70_1,24.33,2023-01-01T08:40:00
Sensor_Edge_71_1,23.51,2023-01-01T08:40:00
Sensor_Edge_72_1,24.81,2023-01-01T08:40:00
Sensor_Edge_73_1,22.46,2023-01-01T08:40:00
Sensor_Edge_74_1,23.58,2023-01-01T08:40:00
Sensor_Edge_75_1,22.55,2023-01-01T08:40:00
Sensor_Edge_76_1,22.74,2023-01-01T08:40:00
Sensor_Edge_80_1,22.17,2023-01-01T08:40:00
Sensor_Edge_2_1,20.43,2023-01-01T08:45:00
Sensor_Edge_4_1,22.16,2023-01-01T08:45:00
Sensor_Edge_5_1,23.97,2023-01-01T08:45:00
Sensor_Edge_7_1,29.80,2023-01-01T08:45:00
Sensor_Edge_8_1,24.05,2023-01-01T08:45:00
Sensor_Edge_10_1,22.32,2023-01-01T08:45:00
Sensor_Edge_11_1,26.13,2023-01-01T08:45:00
Sensor_Edge_13_1,25.84,2023-01-01T08:45:00
Sensor_Edge_15_1,23.55,2023-01-01T08:45:00
Sensor_Edge_21_1,18.83,2023-01-01T08:45:00
Sensor_Edge_25_1,21.11,2023-01-01T08:45:00
Sensor_Edge_26_1,38.23,2023-01-01T08:45:00
Sensor_Edge_27_1,21.46,2023-01-01T08:45:00
Sensor_Edge_28_1,23.83,2023-01-01T08:45:00
Sensor_Edge_31_1,21.01,2023-01-01T08:45:00
Sensor_Edge_35_1,27.67,2023-01-01T08:45:00
Sensor_Edge_36_1,24.53,2023-01-01T08:45:00
Sensor_Edge_38_1,25.48,2023-01-01T08:45:00
Sensor_Edge_39_1,25.31,2023-01-01T08:45:00
Sensor_Edge_40_1,42.33,2023-01-01T08:45:00
Sensor_Edge_41_1,26.28,2023-01-01T08:45:00
Sensor_Edge_45_1,24.62,2023-01-01T08:45:00
Sensor_Edge_46_1,26.77,2023-01-01T08:45:00
Sensor_Edge_48_1,30.79,2023-01-01T08:45:00
Sensor_Edge_50_1,28.06,2023-01-01T08:45:00
Sensor_Edge_63_1,21.44,2023-01-01T08:45:00
Sensor_Edge_64_1,37.67,2023-01-01T08:45:00
Sensor_Edge_65_1,35.16,2023-01-01T08:45:00
Sensor_Edge_66_1,20.22,2023-01-01T08:45:00
Sensor_Edge_67_1,25.64,2023-01-01T08:45:00
Sensor_Edge_68_1,24.48,2023-01-01T08:45:00
Sensor_Edge_69_1,24.12,2023-01-01T08:45:00
Sensor_Edge_70_1,24.44,2023-01-01T08:45:00
Sensor_Edge_71_1,23.59,2023-01-01T08:45:00
Sensor_Edge_72_1,24.80,2023-01-01T08:45:00
Sensor_Edge_73_1,22.51,2023-01-01T08:45:00
Sensor_Edge_74_1,23.53,2023-01-01T08:45:00
Sensor_Edge_75_1,22.51,2023-01-01T08:45:00
Sensor_Edge_76_1,22.50,2023-01-01T08:45:00
Sensor_Edge_80_1,22.29,2023-01-01T08:45:00
Sensor_Edge_2_1,20.57,2023-01-01T08:50:00
Sensor_Edge_4_1,22.31,2023-01-01T08:50:00
Sensor_Edge_5_1,24.01,2023-01-01T08:50:00
Sensor_Edge_7_1,29.83,2023-01-01T08:50:00
Sensor_Edge_8_1,24.06,2023-01-01T08:50:00
Sensor_Edge_10_1,22.17,2023-01-01T08:50:00
Sensor_Edge_11_1,26.08,2023-01-01T08:50:00
Sensor_Edge_13_1,25.87,2023-01-01T08:50:00
Sensor_Edge_15_1,23.50,2023-01-01T08:50:00
Sensor_Edge_21_1,18.91,2023-01-01T08:50:00
Sensor_Edge_25_1,21.32,2023-01-01T08:50:00
Sensor_Edge_26_1,38.34,2023-01-01T08:50:00
Sensor_Edge_27_1,21.23,2023-01-01T08:50:00
Sensor_Edge_28_1,23.80,2023-01-01T08:50:00
Sensor_Edge_31_1,20.91,2023-01-01T08:50:00
Sensor_Edge_35_1,27.78,2023-01-01T08:50:00
Sensor_Edge_36_1,24.78,2023-01-01T08:50:00
Sensor_Edge_38_1,25.40,2023-01-01T08:50:00
Sensor_Edge_39_1,25.34,2023-01-01T08:50:00
Sensor_Edge_40_1,42.51,2023-01-01T08:50:00
Sensor_Edge_41_1,26.27,2023-01-01T08:50:00
Sensor_Edge_45_1,24.73,2023-01-01T08:50:00
Sensor_Edge_46_1,27.03,2023-01-01T08:50:00
Sensor_Edge_48_1,29.72,2023-01-01T08:50:00
Sensor_Edge_50_1,27.79,2023-01-01T08:50:00
Sensor_Edge_63_1,21.57,2023-01-01T08:50:00
Sensor_Edge_64_1,34.57,2023-01-01T08:50:00
Sensor_Edge_65_1,34.93,2023-01-01T08:50:00
Sensor_Edge_66_1,20.09,2023-01-01T08:50:00
Sensor_Edge_67_1,25.82,2023-01-01T08:50:00
Sensor_Edge_68_1,24.41,2023-01-01T08:50:00
Sensor_Edge_69_1,23.91,2023-01-01T08:50:00
Sensor_Edge_70_1,24.25,2023-01-01T08:50:00
Sensor_Edge_71_1,23.36,2023-01-01T08:50:00
Sensor_Edge_72_1,24.65,2023-01-01T08:50:00
Sensor_Edge_73_1,22.51,2023-01-01T08:50:00
Sensor_Edge_74_1,23.51,2023-01-01T08:50:00
Sensor_Edge_75_1,22.72,2023-01-01T08:50:00
Sensor_Edge_76_1,22.74,2023-01-01T08:50:00
Sensor_Edge_80_1,22.37,2023-01-01T08:50:00
Sensor_Edge_2_1,20.39,2023-01-01T08:55:00
Sensor_Edge_4_1,22.51,2023-01-01T08:55:00
Sensor_Edge_5_1,23.76,2023-01-01T08:55:00
Sensor_Edge_7_1,29.79,2023-01-01T08:55:00
Sensor_Edge_8_1,24.03,2023-01-01T08:55:00
Sensor_Edge_10_1,22.38,2023-01-01T08:55:00
Sensor_Edge_11_1,26.35,2023-01-01T08:55:00
Sensor_Edge_13_1,26.05,2023-01-01T08:55:00
Sensor_Edge_15_1,23.58,2023-01-01T08:55:00
Sensor_Edge_21_1,19.04,2023-01-01T08:55:00
Sensor_Edge_25_1,21.09,2023-01-01T08:55:00
Sensor_Edge_26_1,38.33,2023-01-01T08:55:00
Sensor_Edge_27_1,21.37,2023-01-01T08:55:00
Sensor_Edge_28_1,24.03,2023-01-01T08:55:00
Sensor_Edge_31_1,20.83,2023-01-01T08:55:00
Sensor_Edge_35_1,28.00,2023-01-01T08:55:00
Sensor_Edge_36_1,24.82,2023-01-01T08:55:00
Sensor_Edge_38_1,25.25,2023-01-01T08:55:00
Sensor_Edge_39_1,25.55,2023-01-01T08:55:00
Sensor_Edge_40_1,42.41,2023-01-01T08:55:00
Sensor_Edge_41_1,26.48,2023-01-01T08:55:00
Sensor_Edge_45_1,24.99,2023-01-01T08:55:00
Sensor_Edge_46_1,27.17,2023-01-01T08:55:00
Sensor_Edge_48_1,28.94,2023-01-01T08:55:00
Sensor_Edge_50_1,27.67,2023-01-01T08:55:00
Sensor_Edge_63_1,21.67,2023-01-01T08:55:00
