sensorID,value,time
Sensor_Edge_27_1,21.62,2023-01-01T08:10:00
Sensor_Edge_28_1,24.14,2023-01-01T08:10:00
Sensor_Edge_31_1,21.55,2023-01-01T08:10:00
Sensor_Edge_35_1,27.65,2023-01-01T08:10:00
Sensor_Edge_36_1,24.20,2023-01-01T08:10:00
Sensor_Edge_38_1,25.63,2023-01-01T08:10:00
Sensor_Edge_39_1,25.43,2023-01-01T08:10:00
Sensor_Edge_40_1,41.97,2023-01-01T08:10:00
Sensor_Edge_41_1,26.23,2023-01-01T08:10:00
Sensor_Edge_45_1,25.32,2023-01-01T08:10:00
Sensor_Edge_46_1,26.88,2023-01-01T08:10:00
Sensor_Edge_48_1,24.90,2023-01-01T08:10:00
Sensor_Edge_50_1,27.63,2023-01-01T08:10:00
Sensor_Edge_63_1,21.38,2023-01-01T08:10:00
Sensor_Edge_64_1,23.29,2023-01-01T08:10:00
Sensor_Edge_65_1,35.32,2023-01-01T08:10:00
Sensor_Edge_66_1,20.42,2023-01-01T08:10:00
Sensor_Edge_67_1,25.92,2023-01-01T08:10:00
Sensor_Edge_68_1,24.66,2023-01-01T08:10:00
Sensor_Edge_69_1,24.18,2023-01-01T08:10:00
Sensor_Edge_70_1,24.75,2023-01-01T08:10:00
Sensor_Edge_71_1,23.74,2023-01-01T08:10:00
Sensor_Edge_72_1,25.18,2023-01-01T08:10:00
Sensor_Edge_73_1,22.80,2023-01-01T08:10:00
Sensor_Edge_74_1,23.26,2023-01-01T08:10:00
Sensor_Edge_75_1,22.52,2023-01-01T08:10:00
Sensor_Edge_76_1,23.04,2023-01-01T08:10:00
Sensor_Edge_80_1,22.55,2023-01-01T08:10:00
Sensor_Edge_2_1,20.44,2023-01-01T08:15:00
Sensor_Edge_4_1,21.58,2023-01-01T08:15:00
Sensor_Edge_5_1,23.96,2023-01-01T08:15:00
Sensor_Edge_7_1,30.10,2023-01-01T08:15:00
Sensor_Edge_8_1,23.75,2023-01-01T08:15:00
Sensor_Edge_10_1,22.01,2023-01-01T08:15:00
Sensor_Edge_11_1,26.15,2023-01-01T08:15:00
Sensor_Edge_13_1,25.27,2023-01-01T08:15:00
Sensor_Edge_15_1,23.12,2023-01-01T08:15:00
Sensor_Edge_21_1,18.25,2023-01-01T08:15:00
Sensor_Edge_25_1,20.47,2023-01-01T08:15:00
Sensor_Edge_26_1,38.41,2023-01-01T08:15:00
Sensor_Edge_27_1,21.46,2023-01-01T08:15:00
Sensor_Edge_28_1,24.29,2023-01-01T08:15:00
Sensor_Edge_31_1,21.48,2023-01-01T08:15:00
Sensor_Edge_35_1,27.63,2023-01-01T08:15:00
Sensor_Edge_36_1,24.06,2023-01-01T08:15:00
Sensor_Edge_38_1,25.68,2023-01-01T08:15:00
Sensor_Edge_39_1,25.10,2023-01-01T08:15:00
Sensor_Edge_40_1,42.12,2023-01-01T08:15:00
Sensor_Edge_41_1,26.11,2023-01-01T08:15:00
Sensor_Edge_45_1,25.52,2023-01-01T08:15:00
Sensor_Edge_46_1,27.05,2023-01-01T08:15:00
Sensor_Edge_48_1,25.05,2023-01-01T08:15:00
Sensor_Edge_50_1,27.57,2023-01-01T08:15:00
Sensor_Edge_63_1,21.21,2023-01-01T08:15:00
Sensor_Edge_64_1,23.30,2023-01-01T08:15:00
Sensor_Edge_65_1,35.46,2023-01-01T08:15:00
Sensor_Edge_66_1,20.56,2023-01-01T08:15:00
Sensor_Edge_67_1,26.14,2023-01-01T08:15:00
Sensor_Edge_68_1,24.76,2023-01-01T08:15:00
Sensor_Edge_69_1,24.06,2023-01-01T08:15:00
Sensor_Edge_70_1,24.65,2023-01-01T08:15:00
Sensor_Edge_71_1,23.83,2023-01-01T08:15:00
Sensor_Edge_72_1,24.96,2023-01-01T08:15:00
Sensor_Edge_73_1,22.96,2023-01-01T08:15:00
Sensor_Edge_74_1,23.52,2023-01-01T08:15:00
Sensor_Edge_75_1,22.54,2023-01-01T08:15:00
Sensor_Edge_76_1,23.05,2023-01-01T08:15:00
Sensor_Edge_80_1,22.65,2023-01-01T08:15:00
Sensor_Edge_2_1,20.26,2023-01-01T08:20:00
Sensor_Edge_4_1,21.77,2023-01-01T08:20:00
Sensor_Edge_5_1,24.11,2023-01-01T08:20:00
Sensor_Edge_7_1,30.08,2023-01-01T08:20:00
Sensor_Edge_8_1,23.54,2023-01-01T08:20:00
Sensor_Edge_10_1,22.02,2023-01-01T08:20:00
Sensor_Edge_11_1,26.18,2023-01-01T08:20:00
Sensor_Edge_13_1,25.50,2023-01-01T08:20:00
Sensor_Edge_15_1,23.14,2023-01-01T08:20:00
Sensor_Edge_21_1,18.05,2023-01-01T08:20:00
Sensor_Edge_25_1,20.65,2023-01-01T08:20:00
Sensor_Edge_26_1,38.52,2023-01-01T08:20:00
Sensor_Edge_27_1,21.53,2023-01-01T08:20:00
Sensor_Edge_28_1,24.29,2023-01-01T08:20:00
Sensor_Edge_31_1,21.48,2023-01-01T08:20:00
Sensor_Edge_35_1,27.69,2023-01-01T08:20:00
Sensor_Edge_36_1,24.13,2023-01-01T08:20:00
Sensor_Edge_38_1,25.67,2023-01-01T08:20:00
Sensor_Edge_39_1,24.46,2023-01-01T08:20:00
Sensor_Edge_40_1,42.27,2023-01-01T08:20:00
Sensor_Edge_41_1,26.16,2023-01-01T08:20:00
Sensor_Edge_45_1,25.47,2023-01-01T08:20:00
Sensor_Edge_46_1,27.24,2023-01-01T08:20:00
Sensor_Edge_48_1,24.94,2023-01-01T08:20:00
Sensor_Edge_50_1,27.78,2023-01-01T08:20:00
Sensor_Edge_63_1,21.22,2023-01-01T08:20:00
Sensor_Edge_64_1,23.39,2023-01-01T08:20:00
Sensor_Edge_65_1,35.35,2023-01-01T08:20:00
Sensor_Edge_66_1,20.52,2023-01-01T08:20:00
Sensor_Edge_67_1,26.17,2023-01-01T08:20:00
Sensor_Edge_68_1,24.85,2023-01-01T08:20:00
Sensor_Edge_69_1,23.90,2023-01-01T08:20:00
Sensor_Edge_70_1,24.52,2023-01-01T08:20:00
Sensor_Edge_71_1,23.87,2023-01-01T08:20:00
Sensor_Edge_72_1,24.87,2023-01-01T08:20:00
Sensor_Edge_73_1,23.04,2023-01-01T08:20:00
Sensor_Edge_74_1,23.57,2023-01-01T08:20:00
Sensor_Edge_75_1,22.44,2023-01-01T08:20:00
Sensor_Edge_76_1,23.25,2023-01-01T08:20:00
Sensor_Edge_80_1,22.41,2023-01-01T08:20:00
Sensor_Edge_2_1,20.18,2023-01-01T08:25:00
Sensor_Edge_4_1,21.74,2023-01-01T08:25:00
Sensor_Edge_5_1,23.97,2023-01-01T08:25:00
Sensor_Edge_7_1,30.25,2023-01-01T08:25:00
Sensor_Edge_8_1,23.52,2023-01-01T08:25:00
Sensor_Edge_10_1,21.90,2023-01-01T08:25:00
Sensor_Edge_11_1,26.27,2023-01-01T08:25:00
Sensor_Edge_13_1,25.52,2023-01-01T08:25:00
Sensor_Edge_15_1,23.25,2023-01-01T08:25:00
Sensor_Edge_21_1,18.31,2023-01-01T08:25:00
Sensor_Edge_25_1,20.83,2023-01-01T08:25:00
Sensor_Edge_26_1,38.28,2023-01-01T08:25:00
Sensor_Edge_27_1,21.31,2023-01-01T08:25:00
Sensor_Edge_28_1,24.35,2023-01-01T08:25:00
Sensor_Edge_31_1,21.37,2023-01-01T08:25:00
Sensor_Edge_35_1,27.85,2023-01-01T08:25:00
Sensor_Edge_36_1,23.95,2023-01-01T08:25:00
Sensor_Edge_38_1,25.61,2023-01-01T08:25:00
Sensor_Edge_39_1,23.90,2023-01-01T08:25:00
Sensor_Edge_40_1,42.17,2023-01-01T08:25:00
Sensor_Edge_41_1,26.11,2023-01-01T08:25:00
Sensor_Edge_45_1,25.56,2023-01-01T08:25:00
Sensor_Edge_46_1,27.15,2023-01-01T08:25:00
Sensor_Edge_48_1,24.88,2023-01-01T08:25:00
Sensor_Edge_50_1,27.77,2023-01-01T08:25:00
Sensor_Edge_63_1,21.23,2023-01-01T08:25:00
Sensor_Edge_64_1,23.41,2023-01-01T08:25:00
Sensor_Edge_65_1,35.43,2023-01-01T08:25:00
Sensor_Edge_66_1,20.62,2023-01-01T08:25:00
Sensor_Edge_67_1,25.92,2023-01-01T08:25:00
Sensor_Edge_68_1,24.72,2023-01-01T08:25:00
Sensor_Edge_69_1,23.80,2023-01-01T08:25:00
Sensor_Edge_70_1,24.41,2023-01-01T08:25:00
Sensor_Edge_71_1,23.72,2023-01-01T08:25:00
Sensor_Edge_72_1,24.72,2023-01-01T08:25:00
Sensor_Edge_73_1,22.91,2023-01-01T08:25:00
Sensor_Edge_74_1,23.49,2023-01-01T08:25:00
Sensor_Edge_75_1,22.47,2023-01-01T08:25:00
Sensor_Edge_76_1,22.99,2023-01-01T08:25:00
Sensor_Edge_80_1,22.43,2023-01-01T08:25:00
Sensor_Edge_2_1,20.00,2023-01-01T08:30:00
Sensor_Edge_4_1,21.54,2023-01-01T08:30:00
Sensor_Edge_5_1,23.98,2023-01-01T08:30:00
Sensor_Edge_7_1,30.19,2023-01-01T08:30:00
Sensor_Edge_8_1,23.64,2023-01-01T08:30:00
Sensor_Edge_10_1,21.91,2023-01-01T08:30:00
Sensor_Edge_11_1,26.31,2023-01-01T08:30:00
Sensor_Edge_13_1,25.54,2023-01-01T08:30:00
Sensor_Edge_15_1,23.23,2023-01-01T08:30:00
Sensor_Edge_21_1,18.56,2023-01-01T08:30:00
Sensor_Edge_25_1,20.57,2023-01-01T08:30:00
Sensor_Edge_26_1,38.04,2023-01-01T08:30:00
Sensor_Edge_27_1,21.50,2023-01-01T08:30:00
Sensor_Edge_28_1,24.22,2023-01-01T08:30:00
Sensor_Edge_31_1,21.56,2023-01-01T08:30:00
Sensor_Edge_35_1,27.65,2023-01-01T08:30:00
Sensor_Edge_36_1,27.96,2023-01-01T08:30:00
Sensor_Edge_38_1,25.66,2023-01-01T08:30:00
Sensor_Edge_39_1,23.54,2023-01-01T08:30:00
Sensor_Edge_40_1,42.19,2023-01-01T08:30:00
Sensor_Edge_41_1,26.13,2023-01-01T08:30:00
Sensor_Edge_45_1,25.77,2023-01-01T08:30:00
Sensor_Edge_46_1,27.38,2023-01-01T08:30:00
Sensor_Edge_48_1,25.06,2023-01-01T08:30:00
Sensor_Edge_50_1,27.94,2023-01-01T08:30:00
Sensor_Edge_63_1,21.01,2023-01-01T08:30:00
Sensor_Edge_64_1,23.24,2023-01-01T08:30:00
Sensor_Edge_65_1,35.50,2023-01-01T08:30:00
Sensor_Edge_66_1,20.46,2023-01-01T08:30:00
Sensor_Edge_67_1,25.85,2023-01-01T08:30:00
Sensor_Edge_68_1,24.56,2023-01-01T08:30:00
Sensor_Edge_69_1,23.67,2023-01-01T08:30:00
Sensor_Edge_70_1,24.33,2023-01-01T08:30:00
Sensor_Edge_71_1,23.68,2023-01-01T08:30:00
Sensor_Edge_72_1,24.51,2023-01-01T08:30:00
Sensor_Edge_73_1,23.06,2023-01-01T08:30:00
Sensor_Edge_74_1,23.34,2023-01-01T08:30:00
Sensor_Edge_75_1,22.43,2023-01-01T08:30:00
Sensor_Edge_76_1,22.98,2023-01-01T08:30:00
Sensor_Edge_80_1,22.31,2023-01-01T08:30:00
Sensor_Edge_2_1,20.15,2023-01-01T08:35:00
Sensor_Edge_4_1,21.34,2023-01-01T08:35:00
Sensor_Edge_5_1,24.14,2023-01-01T08:35:00
Sensor_Edge_7_1,29.93,2023-01-01T08:35:00
Sensor_Edge_8_1,23.19,2023-01-01T08:35:00
Sensor_Edge_10_1,21.77,2023-01-01T08:35:00
Sensor_Edge_11_1,26.55,2023-01-01T08:35:00
Sensor_Edge_13_1,25.62,2023-01-01T08:35:00
Sensor_Edge_15_1,23.42,2023-01-01T08:35:00
Sensor_Edge_21_1,18.49,2023-01-01T08:35:00
Sensor_Edge_25_1,20.74,2023-01-01T08:35:00
Sensor_Edge_26_1,38.10,2023-01-01T08:35:00
Sensor_Edge_27_1,21.54,2023-01-01T08:35:00
Sensor_Edge_28_1,24.03,2023-01-01T08:35:00
Sensor_Edge_31_1,21.71,2023-01-01T08:35:00
Sensor_Edge_35_1,27.74,2023-01-01T08:35:00
Sensor_Edge_36_1,31.98,2023-01-01T08:35:00
Sensor_Edge_38_1,25.91,2023-01-01T08:35:00
Sensor_Edge_39_1,23.23,2023-01-01T08:35:00
Sensor_Edge_40_1,42.06,2023-01-01T08:35:00
Sensor_Edge_41_1,26.08,2023-01-01T08:35:00
Sensor_Edge_45_1,25.95,2023-01-01T08:35:00
Sensor_Edge_46_1,27.12,2023-01-01T08:35:00
Sensor_Edge_48_1,25.25,2023-01-01T08:35:00
Sensor_Edge_50_1,28.09,2023-01-01T08:35:00
Sensor_Edge_63_1,21.23,2023-01-01T08:35:00
Sensor_Edge_64_1,23.24,2023-01-01T08:35:00
Sensor_Edge_65_1,35.26,2023-01-01T08:35:00
Sensor_Edge_66_1,20.70,2023-01-01T08:35:00
Sensor_Edge_67_1,25.90,2023-01-01T08:35:00
Sensor_Edge_68_1,24.58,2023-01-01T08:35:00
Sensor_Edge_69_1,23.46,2023-01-01T08:35:00
Sensor_Edge_70_1,24.35,2023-01-01T08:35:00
Sensor_Edge_71_1,23.93,2023-01-01T08:35:00
Sensor_Edge_72_1,24.46,2023-01-01T08:35:00
Sensor_Edge_73_1,22.82,2023-01-01T08:35:00
Sensor_Edge_74_1,23.34,2023-01-01T08:35:00
Sensor_Edge_75_1,22.39,2023-01-01T08:35:00
Sensor_Edge_76_1,22.94,2023-01-01T08:35:00
Sensor_Edge_80_1,22.28,2023-01-01T08:35:00
Sensor_Edge_2_1,20.17,2023-01-01T08:40:00
Sensor_Edge_4_1,21.36,2023-01-01T08:40:00
Sensor_Edge_5_1,24.29,2023-01-01T08:40:00
Sensor_Edge_7_1,29.92,2023-01-01T08:40:00
Sensor_Edge_8_1,22.85,2023-01-01T08:40:00
Sensor_Edge_10_1,21.77,2023-01-01T08:40:00
Sensor_Edge_11_1,26.70,2023-01-01T08:40:00
Sensor_Edge_13_1,25.86,2023-01-01T08:40:00
Sensor_Edge_15_1,23.45,2023-01-01T08:40:00
Sensor_Edge_21_1,18.28,2023-01-01T08:40:00
Sensor_Edge_25_1,20.61,2023-01-01T08:40:00
Sensor_Edge_26_1,38.33,2023-01-01T08:40:00
Sensor_Edge_27_1,21.38,2023-01-01T08:40:00
Sensor_Edge_28_1,24.03,2023-01-01T08:40:00
Sensor_Edge_31_1,21.45,2023-01-01T08:40:00
Sensor_Edge_35_1,27.87,2023-01-01T08:40:00
Sensor_Edge_36_1,35.99,2023-01-01T08:40:00
Sensor_Edge_38_1,25.95,2023-01-01T08:40:00
Sensor_Edge_39_1,22.79,2023-01-01T08:40:00
Sensor_Edge_40_1,42.04,2023-01-01T08:40:00
Sensor_Edge_41_1,25.90,2023-01-01T08:40:00
Sensor_Edge_45_1,26.09,2023-01-01T08:40:00
Sensor_Edge_46_1,26.93,2023-01-01T08:40:00
Sensor_Edge_48_1,25.40,2023-01-01T08:40:00
Sensor_Edge_50_1,27.95,2023-01-01T08:40:00
Sensor_Edge_63_1,21.72,2023-01-01T08:40:00
Sensor_Edge_64_1,23.40,2023-01-01T08:40:00
Sensor_Edge_65_1,35.41,2023-01-01T08:40:00
Sensor_Edge_66_1,20.60,2023-01-01T08:40:00
Sensor_Edge_67_1,25.66,2023-01-01T08:40:00
Sensor_Edge_68_1,24.36,2023-01-01T08:40:00
Sensor_Edge_69_1,23.41,2023-01-01T08:40:00
Sensor_Edge_70_1,24.29,2023-01-01T08:40:00
Sensor_Edge_71_1,23.76,2023-01-01T08:40:00
Sensor_Edge_72_1,24.44,2023-01-01T08:40:00
Sensor_Edge_73_1,22.99,2023-01-01T08:40:00
Sensor_Edge_74_1,23.43,2023-01-01T08:40:00
Sensor_Edge_75_1,22.59,2023-01-01T08:40:00
Sensor_Edge_76_1,22.83,2023-01-01T08:40:00
Sensor_Edge_80_1,22.12,2023-01-01T08:40:00
Sensor_Edge_2_1,20.33,2023-01-01T08:45:00
Sensor_Edge_4_1,21.22,2023-01-01T08:45:00
Sensor_Edge_5_1,24.30,2023-01-01T08:45:00
Sensor_Edge_7_1,30.13,2023-01-01T08:45:00
Sensor_Edge_8_1,22.26,2023-01-01T08:45:00
Sensor_Edge_10_1,21.94,2023-01-01T08:45:00
Sensor_Edge_11_1,26.66,2023-01-01T08:45:00
Sensor_Edge_13_1,25.67,2023-01-01T08:45:00
Sensor_Edge_15_1,23.39,2023-01-01T08:45:00
Sensor_Edge_21_1,18.44,2023-01-01T08:45:00
Sensor_Edge_25_1,20.84,2023-01-01T08:45:00
Sensor_Edge_26_1,38.33,2023-01-01T08:45:00
Sensor_Edge_27_1,21.47,2023-01-01T08:45:00
Sensor_Edge_28_1,24.07,2023-01-01T08:45:00
Sensor_Edge_31_1,21.26,2023-01-01T08:45:00
Sensor_Edge_35_1,27.86,2023-01-01T08:45:00
Sensor_Edge_36_1,40.00,2023-01-01T08:45:00
Sensor_Edge_38_1,25.87,2023-01-01T08:45:00
Sensor_Edge_39_1,22.26,2023-01-01T08:45:00
Sensor_Edge_40_1,42.20,2023-01-01T08:45:00
Sensor_Edge_41_1,25.91,2023-01-01T08:45:00
Sensor_Edge_45_1,26.00,2023-01-01T08:45:00
Sensor_Edge_46_1,27.12,2023-01-01T08:45:00
Sensor_Edge_48_1,25.15,2023-01-01T08:45:00
Sensor_Edge_50_1,27.71,2023-01-01T08:45:00
Sensor_Edge_63_1,22.33,2023-01-01T08:45:00
Sensor_Edge_64_1,23.49,2023-01-01T08:45:00
Sensor_Edge_65_1,35.32,2023-01-01T08:45:00
Sensor_Edge_66_1,20.48,2023-01-01T08:45:00
Sensor_Edge_67_1,25.48,2023-01-01T08:45:00
Sensor_Edge_68_1,24.56,2023-01-01T08:45:00
Sensor_Edge_69_1,23.62,2023-01-01T08:45:00
Sensor_Edge_70_1,24.50,2023-01-01T08:45:00
Sensor_Edge_71_1,23.98,2023-01-01T08:45:00
Sensor_Edge_72_1,24.49,2023-01-01T08:45:00
Sensor_Edge_73_1,23.13,2023-01-01T08:45:00
Sensor_Edge_74_1,23.37,2023-01-01T08:45:00
Sensor_Edge_75_1,22.53,2023-01-01T08:45:00
Sensor_Edge_76_1,23.06,2023-01-01T08:45:00
Sensor_Edge_80_1,22.19,2023-01-01T08:45:00
Sensor_Edge_2_1,20.38,2023-01-01T08:50:00
Sensor_Edge_4_1,21.02,2023-01-01T08:50:00
Sensor_Edge_5_1,24.49,2023-01-01T08:50:00
Sensor_Edge_7_1,30.30,2023-01-01T08:50:00
Sensor_Edge_8_1,22.08,2023-01-01T08:50:00
Sensor_Edge_10_1,22.01,2023-01-01T08:50:00
Sensor_Edge_11_1,26.65,2023-01-01T08:50:00
Sensor_Edge_13_1,25.49,2023-01-01T08:50:00
Sensor_Edge_15_1,23.59,2023-01-01T08:50:00
Sensor_Edge_21_1,18.30,2023-01-01T08:50:00
Sensor_Edge_25_1,21.00,2023-01-01T08:50:00
Sensor_Edge_26_1,38.17,2023-01-01T08:50:00
Sensor_Edge_27_1,21.48,2023-01-01T08:50:00
Sensor_Edge_28_1,24.28,2023-01-01T08:50:00
Sensor_Edge_31_1,21.42,2023-01-01T08:50:00
Sensor_Edge_35_1,27.99,2023-01-01T08:50:00
Sensor_Edge_36_1,37.00,2023-01-01T08:50:00
Sensor_Edge_38_1,25.98,2023-01-01T08:50:00
Sensor_Edge_39_1,21.91,2023-01-01T08:50:00
Sensor_Edge_40_1,41.96,2023-01-01T08:50:00
Sensor_Edge_41_1,25.88,2023-01-01T08:50:00
Sensor_Edge_45_1,26.01,2023-01-01T08:50:00
Sensor_Edge_46_1,27.07,2023-01-01T08:50:00
Sensor_Edge_48_1,25.11,2023-01-01T08:50:00
Sensor_Edge_50_1,27.65,2023-01-01T08:50:00
Sensor_Edge_63_1,22.91,2023-01-01T08:50:00
Sensor_Edge_64_1,23.33,2023-01-01T08:50:00
Sensor_Edge_65_1,35.11,2023-01-01T08:50:00
Sensor_Edge_66_1,20.40,2023-01-01T08:50:00
Sensor_Edge_67_1,25.38,2023-01-01T08:50:00
Sensor_Edge_68_1,24.66,2023-01-01T08:50:00
Sensor_Edge_69_1,23.79,2023-01-01T08:50:00
Sensor_Edge_70_1,24.39,2023-01-01T08:50:00
Sensor_Edge_71_1,23.93,2023-01-01T08:50:00
Sensor_Edge_72_1,24.60,2023-01-01T08:50:00
Sensor_Edge_73_1,22.88,2023-01-01T08:50:00
Sensor_Edge_74_1,23.19,2023-01-01T08:50:00
Sensor_Edge_75_1,22.43,2023-01-01T08:50:00
Sensor_Edge_76_1,23.07,2023-01-01T08:50:00
Sensor_Edge_80_1,22.14,2023-01-01T08:50:00
Sensor_Edge_2_1,20.17,2023-01-01T08:55:00
Sensor_Edge_4_1,21.29,2023-01-01T08:55:00
Sensor_Edge_5_1,24.53,2023-01-01T08:55:00
Sensor_Edge_7_1,30.51,2023-01-01T08:55:00
Sensor_Edge_8_1,21.63,2023-01-01T08:55:00
Sensor_Edge_10_1,22.09,2023-01-01T08:55:00
Sensor_Edge_11_1,26.44,2023-01-01T08:55:00
Sensor_Edge_13_1,25.61,2023-01-01T08:55:00
Sensor_Edge_15_1,23.53,2023-01-01T08:55:00
Sensor_Edge_21_1,18.28,2023-01-01T08:55:00
Sensor_Edge_25_1,21.20,2023-01-01T08:55:00
Sensor_Edge_26_1,37.97,2023-01-01T08:55:00
Sensor_Edge_27_1,21.57,2023-01-01T08:55:00
Sensor_Edge_28_1,24.37,2023-01-01T08:55:00
Sensor_Edge_31_1,21.21,2023-01-01T08:55:00
Sensor_Edge_35_1,28.18,2023-01-01T08:55:00
Sensor_Edge_36_1,34.45,2023-01-01T08:55:00
Sensor_Edge_38_1,25.92,2023-01-01T08:55:00
Sensor_Edge_39_1,21.76,2023-01-01T08:55:00
Sensor_Edge_40_1,42.07,2023-01-01T08:55:00
Sensor_Edge_41_1,26.06,2023-01-01T08:55:00
Sensor_Edge_45_1,26.02,2023-01-01T08:55:00
Sensor_Edge_46_1,27.17,2023-01-01T08:55:00
Sensor_Edge_48_1,25.08,2023-01-01T08:55:00
Sensor_Edge_50_1,27.73,2023-01-01T08:55:00
Sensor_Edge_63_1,23.49,2023-01-01T08:55:00
