sensorID,value,time
Sensor_Edge_21_1,65.07,2023-01-01T08:05:00
Sensor_Edge_23_1,63.86,2023-01-01T08:05:00
Sensor_Edge_25_1,66.50,2023-01-01T08:05:00
Sensor_Edge_26_1,43.66,2023-01-01T08:05:00
Sensor_Edge_31_1,67.96,2023-01-01T08:05:00
Sensor_Edge_35_1,69.82,2023-01-01T08:05:00
Sensor_Edge_36_1,68.27,2023-01-01T08:05:00
Sensor_Edge_38_1,50.13,2023-01-01T08:05:00
Sensor_Edge_39_1,70.50,2023-01-01T08:05:00
Sensor_Edge_40_1,64.73,2023-01-01T08:05:00
Sensor_Edge_41_1,66.99,2023-01-01T08:05:00
Sensor_Edge_45_1,72.15,2023-01-01T08:05:00
Sensor_Edge_46_1,79.46,2023-01-01T08:05:00
Sensor_Edge_48_1,73.88,2023-01-01T08:05:00
Sensor_Edge_55_1,78.31,2023-01-01T08:05:00
Sensor_Edge_59_1,75.57,2023-01-01T08:05:00
Sensor_Edge_65_1,67.36,2023-01-01T08:05:00
Sensor_Edge_66_1,66.52,2023-01-01T08:05:00
Sensor_Edge_67_1,71.74,2023-01-01T08:05:00
Sensor_Edge_68_1,78.45,2023-01-01T08:05:00
Sensor_Edge_69_1,76.94,2023-01-01T08:05:00
Sensor_Edge_70_1,78.89,2023-01-01T08:05:00
Sensor_Edge_71_1,80.29,2023-01-01T08:05:00
Sensor_Edge_72_1,64.52,2023-01-01T08:05:00
Sensor_Edge_73_1,53.26,2023-01-01T08:05:00
Sensor_Edge_74_1,75.35,2023-01-01T08:05:00
Sensor_Edge_75_1,77.27,2023-01-01T08:05:00
Sensor_Edge_76_1,60.84,2023-01-01T08:05:00
Sensor_Edge_2_1,64.31,2023-01-01T08:10:00
Sensor_Edge_4_1,80.84,2023-01-01T08:10:00
Sensor_Edge_5_1,42.42,2023-01-01T08:10:00
Sensor_Edge_7_1,73.97,2023-01-01T08:10:00
Sensor_Edge_8_1,80.85,2023-01-01T08:10:00
Sensor_Edge_10_1,62.89,2023-01-01T08:10:00
Sensor_Edge_11_1,71.76,2023-01-01T08:10:00
Sensor_Edge_13_1,71.81,2023-01-01T08:10:00
Sensor_Edge_15_1,74.56,2023-01-01T08:10:00
Sensor_Edge_21_1,64.97,2023-01-01T08:10:00
Sensor_Edge_23_1,64.19,2023-01-01T08:10:00
Sensor_Edge_25_1,66.60,2023-01-01T08:10:00
Sensor_Edge_26_1,44.08,2023-01-01T08:10:00
Sensor_Edge_31_1,67.46,2023-01-01T08:10:00
Sensor_Edge_35_1,68.95,2023-01-01T08:10:00
Sensor_Edge_36_1,68.82,2023-01-01T08:10:00
Sensor_Edge_38_1,49.47,2023-01-01T08:10:00
Sensor_Edge_39_1,69.89,2023-01-01T08:10:00
Sensor_Edge_40_1,64.16,2023-01-01T08:10:00
Sensor_Edge_41_1,67.29,2023-01-01T08:10:00
Sensor_Edge_45_1,72.51,2023-01-01T08:10:00
Sensor_Edge_46_1,78.96,2023-01-01T08:10:00
Sensor_Edge_48_1,74.14,2023-01-01T08:10:00
Sensor_Edge_55_1,77.99,2023-01-01T08:10:00
Sensor_Edge_59_1,75.68,2023-01-01T08:10:00
Sensor_Edge_65_1,66.80,2023-01-01T08:10:00
Sensor_Edge_66_1,65.67,2023-01-01T08:10:00
Sensor_Edge_67_1,71.97,2023-01-01T08:10:00
Sensor_Edge_68_1,78.47,2023-01-01T08:10:00
Sensor_Edge_69_1,76.27,2023-01-01T08:10:00
Sensor_Edge_70_1,78.38,2023-01-01T08:10:00
Sensor_Edge_71_1,80.53,2023-01-01T08:10:00
Sensor_Edge_72_1,65.29,2023-01-01T08:10:00
Sensor_Edge_73_1,44.76,2023-01-01T08:10:00
Sensor_Edge_74_1,75.59,2023-01-01T08:10:00
Sensor_Edge_75_1,77.80,2023-01-01T08:10:00
Sensor_Edge_76_1,60.75,2023-01-01T08:10:00
Sensor_Edge_2_1,63.81,2023-01-01T08:15:00
Sensor_Edge_4_1,81.25,2023-01-01T08:15:00
Sensor_Edge_5_1,43.39,2023-01-01T08:15:00
Sensor_Edge_7_1,74.75,2023-01-01T08:15:00
Sensor_Edge_8_1,81.18,2023-01-01T08:15:00
Sensor_Edge_10_1,62.08,2023-01-01T08:15:00
Sensor_Edge_11_1,71.12,2023-01-01T08:15:00
Sensor_Edge_13_1,72.24,2023-01-01T08:15:00
Sensor_Edge_15_1,74.32,2023-01-01T08:15:00
Sensor_Edge_21_1,64.52,2023-01-01T08:15:00
Sensor_Edge_23_1,63.91,2023-01-01T08:15:00
Sensor_Edge_25_1,66.99,2023-01-01T08:15:00
Sensor_Edge_26_1,44.78,2023-01-01T08:15:00
Sensor_Edge_31_1,67.57,2023-01-01T08:15:00
Sensor_Edge_35_1,68.82,2023-01-01T08:15:00
Sensor_Edge_36_1,69.32,2023-01-01T08:15:00
Sensor_Edge_38_1,48.83,2023-01-01T08:15:00
Sensor_Edge_39_1,69.86,2023-01-01T08:15:00
Sensor_Edge_40_1,64.21,2023-01-01T08:15:00
Sensor_Edge_41_1,68.28,2023-01-01T08:15:00
Sensor_Edge_45_1,71.81,2023-01-01T08:15:00
Sensor_Edge_46_1,78.25,2023-01-01T08:15:00
Sensor_Edge_48_1,74.92,2023-01-01T08:15:00
Sensor_Edge_55_1,77.68,2023-01-01T08:15:00
Sensor_Edge_59_1,75.86,2023-01-01T08:15:00
Sensor_Edge_65_1,66.74,2023-01-01T08:15:00
Sensor_Edge_66_1,64.76,2023-01-01T08:15:00
Sensor_Edge_67_1,72.22,2023-01-01T08:15:00
Sensor_Edge_68_1,78.42,2023-01-01T08:15:00
Sensor_Edge_69_1,76.30,2023-01-01T08:15:00
Sensor_Edge_70_1,78.68,2023-01-01T08:15:00
Sensor_Edge_71_1,80.15,2023-01-01T08:15:00
Sensor_Edge_72_1,65.61,2023-01-01T08:15:00
Sensor_Edge_73_1,49.20,2023-01-01T08:15:00
Sensor_Edge_74_1,76.21,2023-01-01T08:15:00
Sensor_Edge_75_1,78.68,2023-01-01T08:15:00
Sensor_Edge_76_1,59.93,2023-01-01T08:15:00
Sensor_Edge_2_1,63.76,2023-01-01T08:20:00
Sensor_Edge_4_1,81.22,2023-01-01T08:20:00
Sensor_Edge_5_1,43.70,2023-01-01T08:20:00
Sensor_Edge_7_1,74.22,2023-01-01T08:20:00
Sensor_Edge_8_1,81.13,2023-01-01T08:20:00
Sensor_Edge_10_1,62.79,2023-01-01T08:20:00
Sensor_Edge_11_1,70.61,2023-01-01T08:20:00
Sensor_Edge_13_1,72.77,2023-01-01T08:20:00
Sensor_Edge_15_1,74.99,2023-01-01T08:20:00
Sensor_Edge_21_1,64.31,2023-01-01T08:20:00
Sensor_Edge_23_1,63.14,2023-01-01T08:20:00
Sensor_Edge_25_1,67.64,2023-01-01T08:20:00
Sensor_Edge_26_1,45.25,2023-01-01T08:20:00
Sensor_Edge_31_1,67.58,2023-01-01T08:20:00
Sensor_Edge_35_1,69.59,2023-01-01T08:20:00
Sensor_Edge_36_1,70.17,2023-01-01T08:20:00
Sensor_Edge_38_1,48.37,2023-01-01T08:20:00
Sensor_Edge_39_1,70.79,2023-01-01T08:20:00
Sensor_Edge_40_1,64.75,2023-01-01T08:20:00
Sensor_Edge_41_1,67.61,2023-01-01T08:20:00
Sensor_Edge_45_1,71.71,2023-01-01T08:20:00
Sensor_Edge_46_1,78.55,2023-01-01T08:20:00
Sensor_Edge_48_1,73.89,2023-01-01T08:20:00
Sensor_Edge_55_1,78.76,2023-01-01T08:20:00
Sensor_Edge_59_1,75.25,2023-01-01T08:20:00
Sensor_Edge_65_1,65.99,2023-01-01T08:20:00
Sensor_Edge_66_1,64.65,2023-01-01T08:20:00
Sensor_Edge_67_1,71.92,2023-01-01T08:20:00
Sensor_Edge_68_1,78.24,2023-01-01T08:20:00
Sensor_Edge_69_1,76.72,2023-01-01T08:20:00
Sensor_Edge_70_1,77.90,2023-01-01T08:20:00
Sensor_Edge_71_1,79.33,2023-01-01T08:20:00
Sensor_Edge_72_1,66.05,2023-01-01T08:20:00
Sensor_Edge_73_1,52.58,2023-01-01T08:20:00
Sensor_Edge_74_1,75.85,2023-01-01T08:20:00
Sensor_Edge_75_1,78.94,2023-01-01T08:20:00
Sensor_Edge_76_1,60.94,2023-01-01T08:20:00
Sensor_Edge_2_1,63.16,2023-01-01T08:25:00
Sensor_Edge_4_1,80.85,2023-01-01T08:25:00
Sensor_Edge_5_1,44.07,2023-01-01T08:25:00
Sensor_Edge_7_1,74.11,2023-01-01T08:25:00
Sensor_Edge_8_1,80.95,2023-01-01T08:25:00
Sensor_Edge_10_1,62.94,2023-01-01T08:25:00
Sensor_Edge_11_1,69.82,2023-01-01T08:25:00
Sensor_Edge_13_1,72.86,2023-01-01T08:25:00
Sensor_Edge_15_1,74.57,2023-01-01T08:25:00
Sensor_Edge_21_1,64.19,2023-01-01T08:25:00
Sensor_Edge_23_1,63.35,2023-01-01T08:25:00
Sensor_Edge_25_1,68.14,2023-01-01T08:25:00
Sensor_Edge_26_1,45.51,2023-01-01T08:25:00
Sensor_Edge_31_1,67.66,2023-01-01T08:25:00
Sensor_Edge_35_1,69.12,2023-01-01T08:25:00
Sensor_Edge_36_1,69.03,2023-01-01T08:25:00
Sensor_Edge_38_1,48.73,2023-01-01T08:25:00
Sensor_Edge_39_1,71.59,2023-01-01T08:25:00
Sensor_Edge_40_1,63.92,2023-01-01T08:25:00
Sensor_Edge_41_1,68.20,2023-01-01T08:25:00
Sensor_Edge_45_1,70.99,2023-01-01T08:25:00
Sensor_Edge_46_1,78.21,2023-01-01T08:25:00
Sensor_Edge_48_1,73.26,2023-01-01T08:25:00
Sensor_Edge_55_1,79.13,2023-01-01T08:25:00
Sensor_Edge_59_1,75.38,2023-01-01T08:25:00
Sensor_Edge_65_1,66.69,2023-01-01T08:25:00
Sensor_Edge_66_1,63.97,2023-01-01T08:25:00
Sensor_Edge_67_1,72.73,2023-01-01T08:25:00
Sensor_Edge_68_1,77.22,2023-01-01T08:25:00
Sensor_Edge_69_1,75.94,2023-01-01T08:25:00
Sensor_Edge_70_1,78.36,2023-01-01T08:25:00
Sensor_Edge_71_1,79.12,2023-01-01T08:25:00
Sensor_Edge_72_1,65.03,2023-01-01T08:25:00
Sensor_Edge_73_1,55.32,2023-01-01T08:25:00
Sensor_Edge_74_1,74.95,2023-01-01T08:25:00
Sensor_Edge_75_1,79.48,2023-01-01T08:25:00
Sensor_Edge_76_1,61.28,2023-01-01T08:25:00
Sensor_Edge_2_1,62.35,2023-01-01T08:30:00
Sensor_Edge_4_1,80.19,2023-01-01T08:30:00
Sensor_Edge_5_1,43.05,2023-01-01T08:30:00
Sensor_Edge_7_1,74.36,2023-01-01T08:30:00
Sensor_Edge_8_1,81.01,2023-01-01T08:30:00
Sensor_Edge_10_1,63.79,2023-01-01T08:30:00
Sensor_Edge_11_1,70.21,2023-01-01T08:30:00
Sensor_Edge_13_1,73.30,2023-01-01T08:30:00
Sensor_Edge_15_1,75.37,2023-01-01T08:30:00
Sensor_Edge_21_1,63.42,2023-01-01T08:30:00
Sensor_Edge_23_1,63.01,2023-01-01T08:30:00
Sensor_Edge_25_1,67.21,2023-01-01T08:30:00
Sensor_Edge_26_1,45.59,2023-01-01T08:30:00
Sensor_Edge_31_1,68.64,2023-01-01T08:30:00
Sensor_Edge_35_1,69.27,2023-01-01T08:30:00
Sensor_Edge_36_1,68.48,2023-01-01T08:30:00
Sensor_Edge_38_1,48.39,2023-01-01T08:30:00
Sensor_Edge_39_1,71.10,2023-01-01T08:30:00
Sensor_Edge_40_1,64.37,2023-01-01T08:30:00
Sensor_Edge_41_1,67.64,2023-01-01T08:30:00
Sensor_Edge_45_1,71.39,2023-01-01T08:30:00
Sensor_Edge_46_1,78.79,2023-01-01T08:30:00
Sensor_Edge_48_1,73.53,2023-01-01T08:30:00
Sensor_Edge_55_1,78.90,2023-01-01T08:30:00
Sensor_Edge_59_1,74.65,2023-01-01T08:30:00
Sensor_Edge_65_1,67.19,2023-01-01T08:30:00
Sensor_Edge_66_1,63.70,2023-01-01T08:30:00
Sensor_Edge_67_1,73.23,2023-01-01T08:30:00
Sensor_Edge_68_1,78.07,2023-01-01T08:30:00
Sensor_Edge_69_1,76.73,2023-01-01T08:30:00
Sensor_Edge_70_1,79.13,2023-01-01T08:30:00
Sensor_Edge_71_1,78.68,2023-01-01T08:30:00
Sensor_Edge_72_1,65.48,2023-01-01T08:30:00
Sensor_Edge_73_1,57.92,2023-01-01T08:30:00
Sensor_Edge_74_1,74.29,2023-01-01T08:30:00
Sensor_Edge_75_1,78.77,2023-01-01T08:30:00
Sensor_Edge_76_1,60.59,2023-01-01T08:30:00
Sensor_Edge_2_1,61.82,2023-01-01T08:35:00
Sensor_Edge_4_1,79.79,2023-01-01T08:35:00
Sensor_Edge_5_1,42.07,2023-01-01T08:35:00
Sensor_Edge_7_1,74.83,2023-01-01T08:35:00
Sensor_Edge_8_1,80.28,2023-01-01T08:35:00
Sensor_Edge_10_1,62.86,2023-01-01T08:35:00
Sensor_Edge_11_1,70.19,2023-01-01T08:35:00
Sensor_Edge_13_1,72.32,2023-01-01T08:35:00
Sensor_Edge_15_1,75.00,2023-01-01T08:35:00
Sensor_Edge_21_1,63.86,2023-01-01T08:35:00
Sensor_Edge_23_1,62.16,2023-01-01T08:35:00
Sensor_Edge_25_1,67.22,2023-01-01T08:35:00
Sensor_Edge_26_1,46.45,2023-01-01T08:35:00
Sensor_Edge_31_1,68.78,2023-01-01T08:35:00
Sensor_Edge_35_1,69.40,2023-01-01T08:35:00
Sensor_Edge_36_1,69.30,2023-01-01T08:35:00
Sensor_Edge_38_1,48.01,2023-01-01T08:35:00
Sensor_Edge_39_1,70.66,2023-01-01T08:35:00
Sensor_Edge_40_1,63.82,2023-01-01T08:35:00
Sensor_Edge_41_1,67.40,2023-01-01T08:35:00
Sensor_Edge_45_1,71.76,2023-01-01T08:35:00
Sensor_Edge_46_1,78.36,2023-01-01T08:35:00
Sensor_Edge_48_1,73.68,2023-01-01T08:35:00
Sensor_Edge_55_1,79.26,2023-01-01T08:35:00
Sensor_Edge_59_1,75.56,2023-01-01T08:35:00
Sensor_Edge_65_1,66.99,2023-01-01T08:35:00
Sensor_Edge_66_1,63.88,2023-01-01T08:35:00
Sensor_Edge_67_1,72.31,2023-01-01T08:35:00
Sensor_Edge_68_1,77.88,2023-01-01T08:35:00
Sensor_Edge_69_1,77.36,2023-01-01T08:35:00
Sensor_Edge_70_1,78.30,2023-01-01T08:35:00
Sensor_Edge_71_1,79.59,2023-01-01T08:35:00
Sensor_Edge_72_1,66.01,2023-01-01T08:35:00
Sensor_Edge_73_1,59.87,2023-01-01T08:35:00
Sensor_Edge_74_1,73.65,2023-01-01T08:35:00
Sensor_Edge_75_1,79.38,2023-01-01T08:35:00
Sensor_Edge_76_1,60.20,2023-01-01T08:35:00
Sensor_Edge_2_1,61.15,2023-01-01T08:40:00
Sensor_Edge_4_1,80.25,2023-01-01T08:40:00
Sensor_Edge_5_1,41.98,2023-01-01T08:40:00
Sensor_Edge_7_1,74.87,2023-01-01T08:40:00
Sensor_Edge_8_1,81.09,2023-01-01T08:40:00
Sensor_Edge_10_1,63.05,2023-01-01T08:40:00
Sensor_Edge_11_1,69.69,2023-01-01T08:40:00
Sensor_Edge_13_1,72.34,2023-01-01T08:40:00
Sensor_Edge_15_1,75.15,2023-01-01T08:40:00
Sensor_Edge_21_1,63.41,2023-01-01T08:40:00
Sensor_Edge_23_1,61.97,2023-01-01T08:40:00
Sensor_Edge_25_1,67.58,2023-01-01T08:40:00
Sensor_Edge_26_1,45.90,2023-01-01T08:40:00
Sensor_Edge_31_1,69.04,2023-01-01T08:40:00
Sensor_Edge_35_1,70.31,2023-01-01T08:40:00
Sensor_Edge_36_1,69.73,2023-01-01T08:40:00
Sensor_Edge_38_1,47.63,2023-01-01T08:40:00
Sensor_Edge_39_1,69.81,2023-01-01T08:40:00
Sensor_Edge_40_1,63.71,2023-01-01T08:40:00
Sensor_Edge_41_1,66.62,2023-01-01T08:40:00
Sensor_Edge_45_1,72.81,2023-01-01T08:40:00
Sensor_Edge_46_1,79.10,2023-01-01T08:40:00
Sensor_Edge_48_1,73.90,2023-01-01T08:40:00
Sensor_Edge_55_1,79.37,2023-01-01T08:40:00
Sensor_Edge_59_1,74.84,2023-01-01T08:40:00
Sensor_Edge_65_1,67.15,2023-01-01T08:40:00
Sensor_Edge_66_1,63.20,2023-01-01T08:40:00
Sensor_Edge_67_1,71.95,2023-01-01T08:40:00
Sensor_Edge_68_1,78.46,2023-01-01T08:40:00
Sensor_Edge_69_1,77.92,2023-01-01T08:40:00
Sensor_Edge_70_1,78.70,2023-01-01T08:40:00
Sensor_Edge_71_1,79.38,2023-01-01T08:40:00
Sensor_Edge_72_1,65.10,2023-01-01T08:40:00
Sensor_Edge_73_1,61.44,2023-01-01T08:40:00
Sensor_Edge_74_1,73.03,2023-01-01T08:40:00
Sensor_Edge_75_1,79.86,2023-01-01T08:40:00
Sensor_Edge_76_1,60.06,2023-01-01T08:40:00
Sensor_Edge_2_1,60.56,2023-01-01T08:45:00
Sensor_Edge_4_1,80.76,2023-01-01T08:45:00
Sensor_Edge_5_1,40.98,2023-01-01T08:45:00
Sensor_Edge_7_1,75.26,2023-01-01T08:45:00
Sensor_Edge_8_1,81.38,2023-01-01T08:45:00
Sensor_Edge_10_1,63.83,2023-01-01T08:45:00
Sensor_Edge_11_1,69.52,2023-01-01T08:45:00
Sensor_Edge_13_1,71.90,2023-01-01T08:45:00
Sensor_Edge_15_1,75.82,2023-01-01T08:45:00
Sensor_Edge_21_1,63.97,2023-01-01T08:45:00
Sensor_Edge_23_1,62.84,2023-01-01T08:45:00
Sensor_Edge_25_1,67.77,2023-01-01T08:45:00
Sensor_Edge_26_1,45.73,2023-01-01T08:45:00
Sensor_Edge_31_1,67.97,2023-01-01T08:45:00
Sensor_Edge_35_1,70.62,2023-01-01T08:45:00
Sensor_Edge_36_1,70.09,2023-01-01T08:45:00
Sensor_Edge_38_1,47.69,2023-01-01T08:45:00
Sensor_Edge_39_1,70.15,2023-01-01T08:45:00
Sensor_Edge_40_1,64.07,2023-01-01T08:45:00
Sensor_Edge_41_1,66.49,2023-01-01T08:45:00
Sensor_Edge_45_1,72.37,2023-01-01T08:45:00
Sensor_Edge_46_1,78.22,2023-01-01T08:45:00
Sensor_Edge_48_1,73.48,2023-01-01T08:45:00
Sensor_Edge_55_1,78.39,2023-01-01T08:45:00
Sensor_Edge_59_1,75.22,2023-01-01T08:45:00
Sensor_Edge_65_1,66.57,2023-01-01T08:45:00
Sensor_Edge_66_1,63.41,2023-01-01T08:45:00
Sensor_Edge_67_1,72.76,2023-01-01T08:45:00
Sensor_Edge_68_1,77.91,2023-01-01T08:45:00
Sensor_Edge_69_1,77.69,2023-01-01T08:45:00
Sensor_Edge_70_1,78.18,2023-01-01T08:45:00
Sensor_Edge_71_1,78.86,2023-01-01T08:45:00
Sensor_Edge_72_1,64.21,2023-01-01T08:45:00
Sensor_Edge_73_1,63.64,2023-01-01T08:45:00
Sensor_Edge_74_1,72.67,2023-01-01T08:45:00
Sensor_Edge_75_1,80.17,2023-01-01T08:45:00
Sensor_Edge_76_1,59.73,2023-01-01T08:45:00
Sensor_Edge_2_1,60.11,2023-01-01T08:50:00
Sensor_Edge_4_1,80.08,2023-01-01T08:50:00
Sensor_Edge_5_1,41.72,2023-01-01T08:50:00
Sensor_Edge_7_1,75.36,2023-01-01T08:50:00
Sensor_Edge_8_1,81.58,2023-01-01T08:50:00
Sensor_Edge_10_1,63.10,2023-01-01T08:50:00
Sensor_Edge_11_1,69.42,2023-01-01T08:50:00
Sensor_Edge_13_1,72.39,2023-01-01T08:50:00
Sensor_Edge_15_1,76.58,2023-01-01T08:50:00
Sensor_Edge_21_1,64.57,2023-01-01T08:50:00
Sensor_Edge_23_1,62.45,2023-01-01T08:50:00
Sensor_Edge_25_1,68.22,2023-01-01T08:50:00
Sensor_Edge_26_1,45.28,2023-01-01T08:50:00
Sensor_Edge_31_1,67.81,2023-01-01T08:50:00
Sensor_Edge_35_1,70.96,2023-01-01T08:50:00
Sensor_Edge_36_1,69.68,2023-01-01T08:50:00
Sensor_Edge_38_1,47.74,2023-01-01T08:50:00
Sensor_Edge_39_1,70.83,2023-01-01T08:50:00
Sensor_Edge_40_1,63.99,2023-01-01T08:50:00
Sensor_Edge_41_1,67.08,2023-01-01T08:50:00
Sensor_Edge_45_1,71.60,2023-01-01T08:50:00
Sensor_Edge_46_1,79.10,2023-01-01T08:50:00
Sensor_Edge_48_1,74.32,2023-01-01T08:50:00
Sensor_Edge_55_1,78.06,2023-01-01T08:50:00
Sensor_Edge_59_1,74.45,2023-01-01T08:50:00
Sensor_Edge_65_1,66.53,2023-01-01T08:50:00
Sensor_Edge_66_1,63.96,2023-01-01T08:50:00
Sensor_Edge_67_1,72.46,2023-01-01T08:50:00
Sensor_Edge_68_1,78.24,2023-01-01T08:50:00
Sensor_Edge_69_1,77.93,2023-01-01T08:50:00
Sensor_Edge_70_1,78.12,2023-01-01T08:50:00
Sensor_Edge_71_1,78.20,2023-01-01T08:50:00
Sensor_Edge_72_1,63.89,2023-01-01T08:50:00
Sensor_Edge_73_1,64.07,2023-01-01T08:50:00
Sensor_Edge_74_1,72.97,2023-01-01T08:50:00
Sensor_Edge_75_1,79.13,2023-01-01T08:50:00
Sensor_Edge_76_1,58.86,2023-01-01T08:50:00
Sensor_Edge_2_1,59.53,2023-01-01T08:55:00
Sensor_Edge_4_1,80.93,2023-01-01T08:55:00
Sensor_Edge_5_1,41.78,2023-01-01T08:55:00
Sensor_Edge_7_1,75.12,2023-01-01T08:55:00
Sensor_Edge_8_1,82.46,2023-01-01T08:55:00
Sensor_Edge_10_1,62.10,2023-01-01T08:55:00
Sensor_Edge_11_1,68.74,2023-01-01T08:55:00
Sensor_Edge_13_1,67.11,2023-01-01T08:55:00
Sensor_Edge_15_1,76.97,2023-01-01T08:55:00
Sensor_Edge_21_1,64.35,2023-01-01T08:55:00
Sensor_Edge_23_1,62.23,2023-01-01T08:55:00
Sensor_Edge_25_1,69.01,2023-01-01T08:55:00
Sensor_Edge_26_1,45.88,2023-01-01T08:55:00
Sensor_Edge_31_1,67.70,2023-01-01T08:55:00
Sensor_Edge_35_1,71.64,2023-01-01T08:55:00
Sensor_Edge_36_1,69.59,2023-01-01T08:55:00
Sensor_Edge_38_1,47.47,2023-01-01T08:55:00
Sensor_Edge_39_1,70.63,2023-01-01T08:55:00
Sensor_Edge_40_1,63.09,2023-01-01T08:55:00
Sensor_Edge_41_1,66.94,2023-01-01T08:55:00
Sensor_Edge_45_1,72.61,2023-01-01T08:55:00
Sensor_Edge_46_1,78.94,2023-01-01T08:55:00
Sensor_Edge_48_1,73.51,2023-01-01T08:55:00
Sensor_Edge_55_1,78.88,2023-01-01T08:55:00
Sensor_Edge_59_1,74.07,2023-01-01T08:55:00
Sensor_Edge_65_1,66.29,2023-01-01T08:55:00
Sensor_Edge_66_1,63.67,2023-01-01T08:55:00
Sensor_Edge_67_1,72.74,2023-01-01T08:55:00
Sensor_Edge_68_1,77.72,2023-01-01T08:55:00
Sensor_Edge_69_1,77.11,2023-01-01T08:55:00
Sensor_Edge_70_1,78.46,2023-01-01T08:55:00
Sensor_Edge_71_1,79.25,2023-01-01T08:55:00
Sensor_Edge_72_1,64.55,2023-01-01T08:55:00
Sensor_Edge_73_1,66.04,2023-01-01T08:55:00
Sensor_Edge_74_1,72.76,2023-01-01T08:55:00
Sensor_Edge_75_1,78.17,2023-01-01T08:55:00
Sensor_Edge_76_1,59.31,2023-01-01T08:55:00
Sensor_Edge_2_1,59.80,2023-01-01T09:00:00
Sensor_Edge_4_1,80.93,2023-01-01T09:00:00
Sensor_Edge_5_1,41.56,2023-01-01T09:00:00
Sensor_Edge_7_1,75.04,2023-01-01T09:00:00
Sensor_Edge_8_1,81.92,2023-01-01T09:00:00
Sensor_Edge_10_1,61.13,2023-01-01T09:00:00
Sensor_Edge_11_1,68.58,2023-01-01T09:00:00
Sensor_Edge_13_1,61.83,2023-01-01T09:00:00
Sensor_Edge_15_1,75.81,2023-01-01T09:00:00
Sensor_Edge_21_1,64.05,2023-01-01T09:00:00
Sensor_Edge_23_1,62.07,2023-01-01T09:00:00
Sensor_Edge_25_1,69.47,2023-01-01T09:00:00
Sensor_Edge_26_1,46.50,2023-01-01T09:00:00
Sensor_Edge_31_1,68.03,2023-01-01T09:00:00
Sensor_Edge_35_1,70.98,2023-01-01T09:00:00
Sensor_Edge_36_1,69.98,2023-01-01T09:00:00
Sensor_Edge_38_1,46.77,2023-01-01T09:00:00
Sensor_Edge_39_1,70.36,2023-01-01T09:00:00
Sensor_Edge_40_1,62.87,2023-01-01T09:00:00
Sensor_Edge_41_1,67.69,2023-01-01T09:00:00
Sensor_Edge_45_1,72.45,2023-01-01T09:00:00
Sensor_Edge_46_1,79.49,2023-01-01T09:00:00
