time,branch_id,air_quantity_m3s,velocity_ms,pressure_drop_pa,pressure_from_pa,pressure_to_pa,direction_sign,direction,anomaly_type,scenario_id
2023-01-01T00:00:00,VB_066,6.22,0.541,41.279,302.387,261.108,1,from_to,normal,normal
2023-01-01T00:00:00,VB_067,-12.591,0.969,147.908,216.638,364.546,1,to_from,normal,normal
2023-01-01T00:00:00,VB_068,15.379,1.061,238.183,508.226,270.043,1,from_to,normal,normal
2023-01-01T00:00:00,VB_069,-7.328,0.733,50.104,225.293,275.397,1,to_from,normal,normal
2023-01-01T00:00:00,VB_070,6.224,0.541,41.337,306.415,265.078,1,from_to,normal,normal
2023-01-01T00:00:00,VB_071,-11.667,0.897,126.993,220.628,347.621,1,to_from,normal,normal
2023-01-01T00:00:00,VB_072,14.16,0.977,201.923,482.466,280.543,1,from_to,normal,normal
2023-01-01T00:00:00,VB_073,-6.371,0.637,37.873,235.638,273.511,1,to_from,normal,normal
2023-01-01T00:00:00,VB_074,10.384,0.903,115.055,352.163,237.108,1,from_to,normal,normal
2023-01-01T00:00:00,VB_075,12.98,0.998,179.778,425.821,246.043,1,from_to,normal,normal
2023-01-01T00:00:00,VB_076,10.667,0.736,121.417,362.495,241.078,1,from_to,normal,normal
2023-01-01T00:00:00,VB_077,10.477,1.048,117.124,373.667,256.543,1,from_to,normal,normal
2023-01-01T00:00:00,VB_078,-6.124,0.533,33.752,261.108,294.86,1,to_from,normal,normal
2023-01-01T00:00:00,VB_079,-5.956,0.458,31.925,265.078,297.003,1,to_from,normal,normal
2023-01-01T00:00:00,VB_080,-6.059,0.418,33.037,237.108,270.145,1,to_from,normal,normal
2023-01-01T00:00:00,VB_081,-5.721,0.572,29.459,241.078,270.537,1,to_from,normal,normal
2023-01-01T00:05:00,VB_001,-10.929,1.093,107.501,27.796,135.297,1,to_from,normal,normal
2023-01-01T00:05:00,VB_002,-6.582,0.572,38.993,39.993,78.986,1,to_from,normal,normal
2023-01-01T00:05:00,VB_003,-12.842,0.988,197.89,82.344,280.234,1,to_from,normal,normal
2023-01-01T00:05:00,VB_004,8.606,0.594,66.657,290.563,223.906,1,from_to,normal,normal
2023-01-01T00:05:00,VB_005,-14.696,1.47,224.604,223.906,448.51,1,to_from,normal,normal
2023-01-01T00:05:00,VB_006,-9.642,0.838,92.959,309.176,402.135,1,to_from,normal,normal
2023-01-01T00:05:00,VB_007,-7.746,0.596,53.994,377.501,431.495,1,to_from,normal,normal
2023-01-01T00:05:00,VB_008,-14.241,0.982,235.258,389.8,625.058,1,to_from,normal,normal
2023-01-01T00:05:00,VB_009,-10.826,1.083,140.63,143.545,284.175,1,to_from,normal,normal
2023-01-01T00:05:00,VB_010,9.857,0.857,87.442,326.966,239.524,1,from_to,normal,normal
2023-01-01T00:05:00,VB_011,-11.174,0.86,124.861,239.524,364.385,1,to_from,normal,normal
2023-01-01T00:05:00,VB_012,-13.513,0.932,182.611,310.873,493.484,1,to_from,normal,normal
2023-01-01T00:05:00,VB_013,-16.871,1.687,256.176,382.222,638.398,1,to_from,normal,normal
2023-01-01T00:05:00,VB_014,-19.872,1.728,442.291,407.908,850.199,1,to_from,normal,normal
2023-01-01T00:05:00,VB_015,-10.247,0.788,94.504,535.766,630.27,1,to_from,normal,normal
2023-01-01T00:05:00,VB_016,9.203,0.635,119.161,186.315,67.154,1,from_to,normal,normal
2023-01-01T00:05:00,VB_017,11.123,1.112,111.344,165.474,54.13,1,from_to,normal,normal
2023-01-01T00:05:00,VB_018,8.706,0.757,68.22,108.213,39.993,1,from_to,normal,normal
2023-01-01T00:05:00,VB_019,6.378,0.491,36.611,72.076,35.465,1,from_to,normal,normal
2023-01-01T00:05:00,VB_020,-14.157,0.976,180.388,35.465,215.853,1,to_from,normal,normal
2023-01-01T00:05:00,VB_021,-11.334,1.133,115.612,42.601,158.213,1,to_from,normal,normal
2023-01-01T00:05:00,VB_022,-10.783,0.938,163.597,58.132,221.729,1,to_from,normal,normal
2023-01-01T00:05:00,VB_023,-7.819,0.601,55.029,58.767,113.796,1,to_from,normal,normal
2023-01-01T00:05:00,VB_024,-8.689,0.599,71.505,68.529,140.034,1,to_from,normal,normal
2023-01-01T00:05:00,VB_025,4.92,0.492,21.782,79.914,58.132,1,from_to,normal,normal
2023-01-01T00:05:00,VB_026,-12.952,1.126,201.299,186.315,387.614,1,to_from,normal,normal
2023-01-01T00:05:00,VB_027,-13.564,1.043,220.77,188.989,409.759,1,to_from,normal,normal
2023-01-01T00:05:00,VB_028,-19.703,1.359,349.402,280.234,629.636,1,to_from,normal,normal
2023-01-01T00:05:00,VB_029,-9.631,0.963,83.484,223.906,307.39,1,to_from,normal,normal
2023-01-01T00:05:00,VB_030,-11.223,0.976,113.355,228.076,341.431,1,to_from,normal,normal
2023-01-01T00:05:00,VB_031,11.578,0.891,120.645,352.964,232.319,1,from_to,normal,normal
2023-01-01T00:05:00,VB_032,-11.025,0.76,115.113,232.319,347.432,1,to_from,normal,normal
2023-01-01T00:05:00,VB_033,-10.763,1.076,104.258,245.619,349.877,1,to_from,normal,normal
2023-01-01T00:05:00,VB_034,9.79,0.851,86.259,325.783,239.524,1,from_to,normal,normal
2023-01-01T00:05:00,VB_035,-5.566,0.428,27.882,309.176,337.058,1,to_from,normal,normal
2023-01-01T00:05:00,VB_036,-12.96,0.894,156.713,352.878,509.591,1,to_from,normal,normal
2023-01-01T00:05:00,VB_037,-6.106,0.611,39.779,358.535,398.314,1,to_from,normal,normal
2023-01-01T00:05:00,VB_038,-6.287,0.547,35.576,377.501,413.077,1,to_from,normal,normal
2023-01-01T00:05:00,VB_039,6.719,0.517,48.167,413.239,365.072,1,from_to,normal,normal
2023-01-01T00:05:00,VB_040,12.248,0.845,139.97,498.506,358.536,1,from_to,normal,normal
2023-01-01T00:05:00,VB_041,-6.367,0.637,43.249,354.773,398.022,1,to_from,normal,normal
2023-01-01T00:05:00,VB_042,-9.947,0.865,99.628,368.265,467.893,1,to_from,normal,normal
2023-01-01T00:05:00,VB_043,-11.846,0.911,126.286,383.266,509.552,1,to_from,normal,normal
2023-01-01T00:05:00,VB_044,-9.364,0.646,78.91,384.879,463.789,1,to_from,normal,normal
2023-01-01T00:05:00,VB_045,10.692,1.069,102.891,504.288,401.397,1,from_to,normal,normal
2023-01-01T00:05:00,VB_046,10.172,0.884,104.184,486.45,382.266,1,from_to,normal,normal
2023-01-01T00:05:00,VB_047,7.822,0.602,65.278,430.675,365.397,1,from_to,normal,normal
2023-01-01T00:05:00,VB_048,8.358,0.576,62.877,442.748,379.871,1,from_to,normal,normal
2023-01-01T00:05:00,VB_049,-7.383,0.738,51.613,379.871,431.484,1,to_from,normal,normal
2023-01-01T00:05:00,VB_050,-6.363,0.553,36.434,397.033,433.467,1,to_from,normal,normal
2023-01-01T00:05:00,VB_051,-7.335,0.564,48.422,358.535,406.957,1,to_from,normal,normal
2023-01-01T00:05:00,VB_052,-5.613,0.387,28.354,365.072,393.426,1,to_from,normal,normal
2023-01-01T00:05:00,VB_053,-13.395,1.339,161.483,0,161.483,1,to_from,normal,normal
2023-01-01T00:05:00,VB_054,-12.499,1.087,140.607,11.822,152.429,1,to_from,normal,normal
2023-01-01T00:05:00,VB_055,7.377,0.567,48.982,60.804,11.822,1,from_to,normal,normal
2023-01-01T00:05:00,VB_056,-12.591,0.868,147.6,532.463,680.063,1,to_from,normal,normal
2023-01-01T00:05:00,VB_057,-9.184,0.918,75.905,574.037,649.942,1,to_from,normal,normal
2023-01-01T00:05:00,VB_058,14.826,1.289,197.837,784.994,587.157,1,from_to,normal,normal
2023-01-01T00:05:00,VB_059,13.474,1.036,163.386,737.7,574.314,1,from_to,normal,normal
2023-01-01T00:05:00,VB_060,11.085,0.764,110.581,661.823,551.242,1,from_to,normal,normal
2023-01-01T00:05:00,VB_061,6.148,0.615,34.015,565.654,531.639,1,from_to,normal,normal
2023-01-01T00:05:00,VB_062,6.888,0.599,42.697,578.463,535.766,1,from_to,normal,normal
2023-01-01T00:05:00,VB_063,8.368,0.644,63.024,624.475,561.451,1,from_to,normal,normal
2023-01-01T00:05:00,VB_064,-7.454,0.514,50.008,216.638,266.646,1,to_from,normal,normal
2023-01-01T00:05:00,VB_065,-6.865,0.686,42.414,220.628,263.042,1,to_from,normal,normal
2023-01-01T00:05:00,VB_066,6.184,0.538,40.806,301.914,261.108,1,from_to,normal,normal
2023-01-01T00:05:00,VB_067,-12.504,0.962,145.879,216.638,362.517,1,to_from,normal,normal
2023-01-01T00:05:00,VB_068,15.247,1.052,234.093,504.136,270.043,1,from_to,normal,normal
2023-01-01T00:05:00,VB_069,-7.32,0.732,49.994,225.293,275.287,1,to_from,normal,normal
2023-01-01T00:05:00,VB_070,6.198,0.539,40.986,306.064,265.078,1,from_to,normal,normal
2023-01-01T00:05:00,VB_071,-11.776,0.906,129.375,220.628,350.003,1,to_from,normal,normal
2023-01-01T00:05:00,VB_072,14.346,0.989,207.249,487.792,280.543,1,from_to,normal,normal
2023-01-01T00:05:00,VB_073,-6.416,0.642,38.401,235.638,274.039,1,to_from,normal,normal
2023-01-01T00:05:00,VB_074,10.342,0.899,114.126,351.234,237.108,1,from_to,normal,normal
2023-01-01T00:05:00,VB_075,12.941,0.995,178.694,424.737,246.043,1,from_to,normal,normal
2023-01-01T00:05:00,VB_076,10.655,0.735,121.143,362.221,241.078,1,from_to,normal,normal
2023-01-01T00:05:00,VB_077,10.564,1.056,119.066,375.609,256.543,1,from_to,normal,normal
2023-01-01T00:05:00,VB_078,-6.109,0.531,33.588,261.108,294.696,1,to_from,normal,normal
2023-01-01T00:05:00,VB_079,-5.862,0.451,30.932,265.078,296.01,1,to_from,normal,normal
2023-01-01T00:05:00,VB_080,-6.063,0.418,33.085,237.108,270.193,1,to_from,normal,normal
2023-01-01T00:05:00,VB_081,-5.704,0.57,29.286,241.078,270.364,1,to_from,normal,normal
2023-01-01T00:10:00,VB_001,-11.012,1.101,109.136,27.796,136.932,1,to_from,normal,normal
2023-01-01T00:10:00,VB_002,-6.585,0.573,39.024,39.993,79.017,1,to_from,normal,normal
2023-01-01T00:10:00,VB_003,-12.775,0.983,195.842,84.392,280.234,1,to_from,normal,normal
2023-01-01T00:10:00,VB_004,8.564,0.591,66.004,289.91,223.906,1,from_to,normal,normal
2023-01-01T00:10:00,VB_005,-14.679,1.468,224.094,223.906,448,1,to_from,normal,normal
2023-01-01T00:10:00,VB_006,-9.531,0.829,90.831,309.176,400.007,1,to_from,normal,normal
2023-01-01T00:10:00,VB_007,-7.739,0.595,53.907,377.501,431.408,1,to_from,normal,normal
2023-01-01T00:10:00,VB_008,-14.082,0.971,230.047,389.8,619.847,1,to_from,normal,normal
2023-01-01T00:10:00,VB_009,-10.832,1.083,140.796,143.379,284.175,1,to_from,normal,normal
2023-01-01T00:10:00,VB_010,9.939,0.864,88.904,328.428,239.524,1,from_to,normal,normal
2023-01-01T00:10:00,VB_011,-11.123,0.856,123.726,239.524,363.25,1,to_from,normal,normal
2023-01-01T00:10:00,VB_012,-13.486,0.93,181.862,310.873,492.735,1,to_from,normal,normal
2023-01-01T00:10:00,VB_013,-16.754,1.675,252.638,382.222,634.86,1,to_from,normal,normal
2023-01-01T00:10:00,VB_014,-19.514,1.697,426.486,407.908,834.394,1,to_from,normal,normal
2023-01-01T00:10:00,VB_015,-10.16,0.782,92.895,535.766,628.661,1,to_from,normal,normal
2023-01-01T00:10:00,VB_016,9.199,0.634,119.073,186.315,67.242,1,from_to,normal,normal
2023-01-01T00:10:00,VB_017,11.238,1.124,113.673,167.803,54.13,1,from_to,normal,normal
2023-01-01T00:10:00,VB_018,8.718,0.758,68.403,108.396,39.993,1,from_to,normal,normal
2023-01-01T00:10:00,VB_019,6.417,0.494,37.064,72.529,35.465,1,from_to,normal,normal
2023-01-01T00:10:00,VB_020,-14.342,0.989,185.132,35.465,220.597,1,to_from,normal,normal
2023-01-01T00:10:00,VB_021,-11.364,1.136,116.223,42.601,158.824,1,to_from,normal,normal
2023-01-01T00:10:00,VB_022,-10.755,0.935,162.759,58.132,220.891,1,to_from,normal,normal
2023-01-01T00:10:00,VB_023,-7.867,0.605,55.697,58.767,114.464,1,to_from,normal,normal
2023-01-01T00:10:00,VB_024,-8.718,0.601,71.969,68.529,140.498,1,to_from,normal,normal
2023-01-01T00:10:00,VB_025,4.867,0.487,21.316,79.448,58.132,1,from_to,normal,normal
2023-01-01T00:10:00,VB_026,-12.875,1.12,198.924,186.315,385.239,1,to_from,normal,normal
2023-01-01T00:10:00,VB_027,-13.604,1.046,222.096,188.989,411.085,1,to_from,normal,normal
2023-01-01T00:10:00,VB_028,-19.911,1.373,356.812,280.234,637.046,1,to_from,normal,normal
2023-01-01T00:10:00,VB_029,-9.665,0.966,84.064,223.906,307.97,1,to_from,normal,normal
2023-01-01T00:10:00,VB_030,-11.23,0.977,113.497,228.076,341.573,1,to_from,normal,normal
2023-01-01T00:10:00,VB_031,11.467,0.882,118.344,350.663,232.319,1,from_to,normal,normal
2023-01-01T00:10:00,VB_032,-11.061,0.763,115.851,232.319,348.17,1,to_from,normal,normal
2023-01-01T00:10:00,VB_033,-10.751,1.075,104.033,245.619,349.652,1,to_from,normal,normal
2023-01-01T00:10:00,VB_034,9.88,0.859,87.854,327.378,239.524,1,from_to,normal,normal
2023-01-01T00:10:00,VB_035,-5.63,0.433,28.524,309.176,337.7,1,to_from,normal,normal
2023-01-01T00:10:00,VB_036,-13.072,0.902,159.434,352.878,512.312,1,to_from,normal,normal
2023-01-01T00:10:00,VB_037,-6.076,0.608,39.391,358.535,397.926,1,to_from,normal,normal
2023-01-01T00:10:00,VB_038,-6.261,0.544,35.278,377.501,412.779,1,to_from,normal,normal
2023-01-01T00:10:00,VB_039,6.748,0.519,48.586,413.658,365.072,1,from_to,normal,normal
2023-01-01T00:10:00,VB_040,12.223,0.843,139.385,497.921,358.536,1,from_to,normal,normal
2023-01-01T00:10:00,VB_041,-6.31,0.631,42.481,354.773,397.254,1,to_from,normal,normal
2023-01-01T00:10:00,VB_042,-9.939,0.864,99.475,368.265,467.74,1,to_from,normal,normal
2023-01-01T00:10:00,VB_043,-11.724,0.902,123.7,383.266,506.966,1,to_from,normal,normal
2023-01-01T00:10:00,VB_044,-9.352,0.645,78.721,384.879,463.6,1,to_from,normal,normal
2023-01-01T00:10:00,VB_045,10.753,1.075,104.064,505.461,401.397,1,from_to,normal,normal
2023-01-01T00:10:00,VB_046,10.335,0.899,107.552,489.818,382.266,1,from_to,normal,normal
2023-01-01T00:10:00,VB_047,7.866,0.605,66.028,431.425,365.397,1,from_to,normal,normal
2023-01-01T00:10:00,VB_048,8.374,0.578,63.11,442.981,379.871,1,from_to,normal,normal
2023-01-01T00:10:00,VB_049,-7.303,0.73,50.504,379.871,430.375,1,to_from,normal,normal
2023-01-01T00:10:00,VB_050,-6.317,0.549,35.913,397.033,432.946,1,to_from,normal,normal
2023-01-01T00:10:00,VB_051,-7.333,0.564,48.39,358.535,406.925,1,to_from,normal,normal
2023-01-01T00:10:00,VB_052,-5.592,0.386,28.141,365.072,393.213,1,to_from,normal,normal
2023-01-01T00:10:00,VB_053,-13.363,1.336,160.706,0,160.706,1,to_from,normal,normal
2023-01-01T00:10:00,VB_054,-12.542,1.091,141.573,11.822,153.395,1,to_from,normal,normal
2023-01-01T00:10:00,VB_055,7.395,0.569,49.224,61.046,11.822,1,from_to,normal,normal
2023-01-01T00:10:00,VB_056,-12.605,0.869,147.932,532.463,680.395,1,to_from,normal,normal
2023-01-01T00:10:00,VB_057,-9.086,0.909,74.307,574.037,648.344,1,to_from,normal,normal
2023-01-01T00:10:00,VB_058,14.802,1.287,197.177,784.334,587.157,1,from_to,normal,normal
2023-01-01T00:10:00,VB_059,13.287,1.022,158.891,733.205,574.314,1,from_to,normal,normal
2023-01-01T00:10:00,VB_060,10.927,0.754,107.457,658.699,551.242,1,from_to,normal,normal
2023-01-01T00:10:00,VB_061,6.094,0.609,33.425,565.064,531.639,1,from_to,normal,normal
2023-01-01T00:10:00,VB_062,6.914,0.601,43.028,578.794,535.766,1,from_to,normal,normal
2023-01-01T00:10:00,VB_063,8.52,0.655,65.324,626.775,561.451,1,from_to,normal,normal
2023-01-01T00:10:00,VB_064,-7.475,0.515,50.284,216.638,266.922,1,to_from,normal,normal
2023-01-01T00:10:00,VB_065,-6.879,0.688,42.592,220.628,263.22,1,to_from,normal,normal
2023-01-01T00:10:00,VB_066,6.239,0.542,41.529,302.637,261.108,1,from_to,normal,normal
2023-01-01T00:10:00,VB_067,-12.523,0.963,146.317,216.638,362.955,1,to_from,normal,normal
2023-01-01T00:10:00,VB_068,15.253,1.052,234.269,504.312,270.043,1,from_to,normal,normal
2023-01-01T00:10:00,VB_069,-7.312,0.731,49.887,225.293,275.18,1,to_from,normal,normal
2023-01-01T00:10:00,VB_070,6.138,0.534,40.2,305.278,265.078,1,from_to,normal,normal
2023-01-01T00:10:00,VB_071,-11.8,0.908,129.914,220.628,350.542,1,to_from,normal,normal
2023-01-01T00:10:00,VB_072,14.264,0.984,204.885,485.428,280.543,1,from_to,normal,normal
2023-01-01T00:10:00,VB_073,-6.486,0.649,39.252,235.638,274.89,1,to_from,normal,normal
2023-01-01T00:10:00,VB_074,10.358,0.901,114.482,351.59,237.108,1,from_to,normal,normal
2023-01-01T00:10:00,VB_075,12.986,0.999,179.94,425.983,246.043,1,from_to,normal,normal
2023-01-01T00:10:00,VB_076,10.614,0.732,120.215,361.293,241.078,1,from_to,normal,normal
2023-01-01T00:10:00,VB_077,10.414,1.041,115.723,372.266,256.543,1,from_to,normal,normal
2023-01-01T00:10:00,VB_078,-6.073,0.528,33.189,261.108,294.297,1,to_from,normal,normal
2023-01-01T00:10:00,VB_079,-5.888,0.453,31.203,265.078,296.281,1,to_from,normal,normal
2023-01-01T00:10:00,VB_080,-6.052,0.417,32.961,237.108,270.069,1,to_from,normal,normal
2023-01-01T00:10:00,VB_081,-5.723,0.572,29.473,241.078,270.551,1,to_from,normal,normal
2023-01-01T00:15:00,VB_001,-11.108,1.111,111.044,27.796,138.84,1,to_from,normal,normal
2023-01-01T00:15:00,VB_002,-6.563,0.571,38.768,39.993,78.761,1,to_from,normal,normal
2023-01-01T00:15:00,VB_003,-12.84,0.988,197.826,82.408,280.234,1,to_from,normal,normal
2023-01-01T00:15:00,VB_004,8.496,0.586,64.964,288.87,223.906,1,from_to,normal,normal
2023-01-01T00:15:00,VB_005,-14.548,1.455,220.103,223.906,444.009,1,to_from,normal,normal
2023-01-01T00:15:00,VB_006,-9.477,0.824,89.813,309.176,398.989,1,to_from,normal,normal
2023-01-01T00:15:00,VB_007,-7.768,0.598,54.306,377.501,431.807,1,to_from,normal,normal
2023-01-01T00:15:00,VB_008,-14.288,0.985,236.825,389.8,626.625,1,to_from,normal,normal
2023-01-01T00:15:00,VB_009,-10.934,1.093,143.467,140.708,284.175,1,to_from,normal,normal
2023-01-01T00:15:00,VB_010,10.005,0.87,90.098,329.622,239.524,1,from_to,normal,normal
2023-01-01T00:15:00,VB_011,-11.215,0.863,125.767,239.524,365.291,1,to_from,normal,normal
2023-01-01T00:15:00,VB_012,-13.511,0.932,182.545,310.873,493.418,1,to_from,normal,normal
2023-01-01T00:15:00,VB_013,-16.782,1.678,253.474,382.222,635.696,1,to_from,normal,normal
2023-01-01T00:15:00,VB_014,-19.463,1.692,424.284,407.908,832.192,1,to_from,normal,normal
2023-01-01T00:15:00,VB_015,-10.121,0.779,92.184,535.766,627.95,1,to_from,normal,normal
2023-01-01T00:15:00,VB_016,9.283,0.64,121.255,186.315,65.06,1,from_to,normal,normal
2023-01-01T00:15:00,VB_017,11.263,1.126,114.162,168.292,54.13,1,from_to,normal,normal
2023-01-01T00:15:00,VB_018,8.798,0.765,69.662,109.655,39.993,1,from_to,normal,normal
2023-01-01T00:15:00,VB_019,6.424,0.494,37.145,72.61,35.465,1,from_to,normal,normal
2023-01-01T00:15:00,VB_020,-14.434,0.995,187.497,35.465,222.962,1,to_from,normal,normal
2023-01-01T00:15:00,VB_021,-11.436,1.144,117.713,42.601,160.314,1,to_from,normal,normal
2023-01-01T00:15:00,VB_022,-10.691,0.93,160.827,58.132,218.959,1,to_from,normal,normal
2023-01-01T00:15:00,VB_023,-7.832,0.602,55.208,58.767,113.975,1,to_from,normal,normal
2023-01-01T00:15:00,VB_024,-8.597,0.593,69.995,68.529,138.524,1,to_from,normal,normal
2023-01-01T00:15:00,VB_025,4.903,0.49,21.635,79.767,58.132,1,from_to,normal,normal
2023-01-01T00:15:00,VB_026,-12.93,1.124,200.634,186.315,386.949,1,to_from,normal,normal
2023-01-01T00:15:00,VB_027,-13.768,1.059,227.472,188.989,416.461,1,to_from,normal,normal
2023-01-01T00:15:00,VB_028,-20.12,1.388,364.344,280.234,644.578,1,to_from,normal,normal
2023-01-01T00:15:00,VB_029,-9.7,0.97,84.682,223.906,308.588,1,to_from,normal,normal
2023-01-01T00:15:00,VB_030,-11.285,0.981,114.621,228.076,342.697,1,to_from,normal,normal
